"Step","dulcet-rain-4 - train/inv","dulcet-rain-4 - train/inv__MIN","dulcet-rain-4 - train/inv__MAX"
"2436","0.038403719663619995","0.038403719663619995","0.038403719663619995"
"2467","0.06569159030914307","0.06569159030914307","0.06569159030914307"
"2541","0.0572105310857296","0.0572105310857296","0.0572105310857296"
"2550","0.07414382696151733","0.07414382696151733","0.07414382696151733"
"2557","0.07199396193027496","0.07199396193027496","0.07199396193027496"
"2571","0.06088942661881447","0.06088942661881447","0.06088942661881447"
"2598","0.05523361265659332","0.05523361265659332","0.05523361265659332"
"2632","0.042041171342134476","0.042041171342134476","0.042041171342134476"
"2671","0.05053415894508362","0.05053415894508362","0.05053415894508362"
"2681","0.053845249116420746","0.053845249116420746","0.053845249116420746"
"2716","0.05304776877164841","0.05304776877164841","0.05304776877164841"
"2741","0.05574214830994606","0.05574214830994606","0.05574214830994606"
"2761","0.05322785675525665","0.05322785675525665","0.05322785675525665"
"2824","0.06487476080656052","0.06487476080656052","0.06487476080656052"
"2830","0.029457738623023033","0.029457738623023033","0.029457738623023033"
"2842","0.04645823687314987","0.04645823687314987","0.04645823687314987"
"2883","0.04775645583868027","0.04775645583868027","0.04775645583868027"
"2920","0.08138175308704376","0.08138175308704376","0.08138175308704376"
"2968","0.05985826998949051","0.05985826998949051","0.05985826998949051"
"2985","0.06485363841056824","0.06485363841056824","0.06485363841056824"
"3013","0.03491702675819397","0.03491702675819397","0.03491702675819397"
"3039","0.06167390197515488","0.06167390197515488","0.06167390197515488"
"3078","0.07123655080795288","0.07123655080795288","0.07123655080795288"
"3083","0.06176085025072098","0.06176085025072098","0.06176085025072098"
"3101","0.04531286656856537","0.04531286656856537","0.04531286656856537"
"3106","0.04661581665277481","0.04661581665277481","0.04661581665277481"
"3127","0.0714992806315422","0.0714992806315422","0.0714992806315422"
"3134","0.06957226991653442","0.06957226991653442","0.06957226991653442"
"3173","0.04791603609919548","0.04791603609919548","0.04791603609919548"
"3177","0.0641838014125824","0.0641838014125824","0.0641838014125824"
"3225","0.08150629699230194","0.08150629699230194","0.08150629699230194"
"3284","0.07651534676551819","0.07651534676551819","0.07651534676551819"
"3285","0.04894157126545906","0.04894157126545906","0.04894157126545906"
"3317","0.06786084175109863","0.06786084175109863","0.06786084175109863"
"3327","0.095909982919693","0.095909982919693","0.095909982919693"
"3346","0.06823045760393143","0.06823045760393143","0.06823045760393143"
"3352","0.05012166500091553","0.05012166500091553","0.05012166500091553"
"3367","0.03778305649757385","0.03778305649757385","0.03778305649757385"
"3383","0.04649192839860916","0.04649192839860916","0.04649192839860916"
"3428","0.08879455924034119","0.08879455924034119","0.08879455924034119"
"3455","0.045854631811380386","0.045854631811380386","0.045854631811380386"
"3505","0.053021445870399475","0.053021445870399475","0.053021445870399475"
"3517","0.05600441247224808","0.05600441247224808","0.05600441247224808"
"3539","0.07181540131568909","0.07181540131568909","0.07181540131568909"
"3575","0.07554730772972107","0.07554730772972107","0.07554730772972107"
"3607","0.07037967443466187","0.07037967443466187","0.07037967443466187"
"3614","0.048590801656246185","0.048590801656246185","0.048590801656246185"
"3620","0.04851565137505531","0.04851565137505531","0.04851565137505531"
"3622","0.0622497983276844","0.0622497983276844","0.0622497983276844"
"3668","0.054836779832839966","0.054836779832839966","0.054836779832839966"
"3685","0.05210128799080849","0.05210128799080849","0.05210128799080849"
"3752","0.09037432074546814","0.09037432074546814","0.09037432074546814"
"3761","0.08817987889051437","0.08817987889051437","0.08817987889051437"
"3770","0.05037683993577957","0.05037683993577957","0.05037683993577957"
"3806","0.05488573759794235","0.05488573759794235","0.05488573759794235"
"3815","0.06588143110275269","0.06588143110275269","0.06588143110275269"
"3830","0.0759815201163292","0.0759815201163292","0.0759815201163292"
"3849","0.04513859748840332","0.04513859748840332","0.04513859748840332"
"3870","0.0538693331182003","0.0538693331182003","0.0538693331182003"
"3884","0.06945689767599106","0.06945689767599106","0.06945689767599106"
"3891","0.0984545648097992","0.0984545648097992","0.0984545648097992"
"3900","0.04721333086490631","0.04721333086490631","0.04721333086490631"
"3905","0.05668770521879196","0.05668770521879196","0.05668770521879196"
"3934","0.06147083267569542","0.06147083267569542","0.06147083267569542"
"4006","0.10150565207004547","0.10150565207004547","0.10150565207004547"
"4022","0.05105075240135193","0.05105075240135193","0.05105075240135193"
"4025","0.04739733785390854","0.04739733785390854","0.04739733785390854"
"4029","0.0767887681722641","0.0767887681722641","0.0767887681722641"
"4045","0.03425873816013336","0.03425873816013336","0.03425873816013336"
"4067","0.045499712228775024","0.045499712228775024","0.045499712228775024"
"4114","0.06484872102737427","0.06484872102737427","0.06484872102737427"
"4145","0.0655582994222641","0.0655582994222641","0.0655582994222641"
"4162","0.07973582297563553","0.07973582297563553","0.07973582297563553"
"4176","0.06018470227718353","0.06018470227718353","0.06018470227718353"
"4177","0.05657810717821121","0.05657810717821121","0.05657810717821121"
"4189","0.07012812793254852","0.07012812793254852","0.07012812793254852"
"4227","0.053569573909044266","0.053569573909044266","0.053569573909044266"
"4295","0.045202258974313736","0.045202258974313736","0.045202258974313736"
"4335","0.04789881408214569","0.04789881408214569","0.04789881408214569"
"4351","0.05549542233347893","0.05549542233347893","0.05549542233347893"
"4383","0.07904037833213806","0.07904037833213806","0.07904037833213806"
"4416","0.056995779275894165","0.056995779275894165","0.056995779275894165"
"4434","0.07703515887260437","0.07703515887260437","0.07703515887260437"
"4438","0.06499305367469788","0.06499305367469788","0.06499305367469788"
"4440","0.0719999149441719","0.0719999149441719","0.0719999149441719"
"4468","0.06203972548246384","0.06203972548246384","0.06203972548246384"
"4496","0.056914884597063065","0.056914884597063065","0.056914884597063065"
"4502","0.04519481211900711","0.04519481211900711","0.04519481211900711"
"4504","0.07880183309316635","0.07880183309316635","0.07880183309316635"
"4520","0.05122412368655205","0.05122412368655205","0.05122412368655205"
"4542","0.044856008142232895","0.044856008142232895","0.044856008142232895"
"4594","0.06304579228162766","0.06304579228162766","0.06304579228162766"
"4624","0.03974108397960663","0.03974108397960663","0.03974108397960663"
"4646","0.057163480669260025","0.057163480669260025","0.057163480669260025"
"4663","0.07127666473388672","0.07127666473388672","0.07127666473388672"
"4666","0.05112716555595398","0.05112716555595398","0.05112716555595398"
"4681","0.0438469722867012","0.0438469722867012","0.0438469722867012"
"4687","0.054425403475761414","0.054425403475761414","0.054425403475761414"
"4751","0.05946503207087517","0.05946503207087517","0.05946503207087517"
"4906","0.04107879847288132","0.04107879847288132","0.04107879847288132"
"4951","0.06422808766365051","0.06422808766365051","0.06422808766365051"
"5020","0.05576144903898239","0.05576144903898239","0.05576144903898239"
"5052","0.04851687699556351","0.04851687699556351","0.04851687699556351"
"5055","0.051164377480745316","0.051164377480745316","0.051164377480745316"
"5058","0.061814434826374054","0.061814434826374054","0.061814434826374054"
"5093","0.05126959830522537","0.05126959830522537","0.05126959830522537"
"5157","0.05261695384979248","0.05261695384979248","0.05261695384979248"
"5181","0.07610860466957092","0.07610860466957092","0.07610860466957092"
"5185","0.06091732159256935","0.06091732159256935","0.06091732159256935"
"5235","0.059013497084379196","0.059013497084379196","0.059013497084379196"
"5265","0.06098785623908043","0.06098785623908043","0.06098785623908043"
"5283","0.050425123423337936","0.050425123423337936","0.050425123423337936"
"5311","0.057314977049827576","0.057314977049827576","0.057314977049827576"
"5331","0.06796088069677353","0.06796088069677353","0.06796088069677353"
"5345","0.06980271637439728","0.06980271637439728","0.06980271637439728"
"5354","0.058662299066782","0.058662299066782","0.058662299066782"
"5364","0.06508730351924896","0.06508730351924896","0.06508730351924896"
"5366","0.05480100214481354","0.05480100214481354","0.05480100214481354"
"5378","0.07266227900981903","0.07266227900981903","0.07266227900981903"
"5387","0.04876407980918884","0.04876407980918884","0.04876407980918884"
"5406","0.06451673060655594","0.06451673060655594","0.06451673060655594"
"5408","0.05908247455954552","0.05908247455954552","0.05908247455954552"
"5414","0.03562220185995102","0.03562220185995102","0.03562220185995102"
"5437","0.07056877762079239","0.07056877762079239","0.07056877762079239"
"5456","0.05568091571331024","0.05568091571331024","0.05568091571331024"
"5491","0.040504761040210724","0.040504761040210724","0.040504761040210724"
"5501","0.05766985937952995","0.05766985937952995","0.05766985937952995"
"5562","0.03931581974029541","0.03931581974029541","0.03931581974029541"
"5588","0.04471655935049057","0.04471655935049057","0.04471655935049057"
"5599","0.046633437275886536","0.046633437275886536","0.046633437275886536"
"5611","0.06204459071159363","0.06204459071159363","0.06204459071159363"
"5614","0.06602008640766144","0.06602008640766144","0.06602008640766144"
"5622","0.06606080383062363","0.06606080383062363","0.06606080383062363"
"5680","0.059526994824409485","0.059526994824409485","0.059526994824409485"
"5733","0.06675882637500763","0.06675882637500763","0.06675882637500763"
"5760","0.05230878293514252","0.05230878293514252","0.05230878293514252"
"5788","0.058989014476537704","0.058989014476537704","0.058989014476537704"
"5792","0.048278212547302246","0.048278212547302246","0.048278212547302246"
"5843","0.05906548723578453","0.05906548723578453","0.05906548723578453"
"5866","0.043854404240846634","0.043854404240846634","0.043854404240846634"
"5924","0.052017927169799805","0.052017927169799805","0.052017927169799805"
"5957","0.0641976147890091","0.0641976147890091","0.0641976147890091"
"5967","0.04094505310058594","0.04094505310058594","0.04094505310058594"
"5976","0.07783854752779007","0.07783854752779007","0.07783854752779007"
"5992","0.06619992107152939","0.06619992107152939","0.06619992107152939"
"6027","0.04879332333803177","0.04879332333803177","0.04879332333803177"
"6043","0.04615691304206848","0.04615691304206848","0.04615691304206848"
"6046","0.09385523945093155","0.09385523945093155","0.09385523945093155"
"6107","0.06323004513978958","0.06323004513978958","0.06323004513978958"
"6109","0.0529913604259491","0.0529913604259491","0.0529913604259491"
"6145","0.057021211832761765","0.057021211832761765","0.057021211832761765"
"6217","0.07115201652050018","0.07115201652050018","0.07115201652050018"
"6242","0.04774751514196396","0.04774751514196396","0.04774751514196396"
"6253","0.07917297631502151","0.07917297631502151","0.07917297631502151"
"6264","0.07547621428966522","0.07547621428966522","0.07547621428966522"
"6318","0.04677826166152954","0.04677826166152954","0.04677826166152954"
"6333","0.06049676239490509","0.06049676239490509","0.06049676239490509"
"6339","0.07077937573194504","0.07077937573194504","0.07077937573194504"
"6343","0.06188524141907692","0.06188524141907692","0.06188524141907692"
"6355","0.05331893265247345","0.05331893265247345","0.05331893265247345"
"6378","0.06872640550136566","0.06872640550136566","0.06872640550136566"
"6391","0.05135531723499298","0.05135531723499298","0.05135531723499298"
"6461","0.05719071254134178","0.05719071254134178","0.05719071254134178"
"6463","0.06835764646530151","0.06835764646530151","0.06835764646530151"
"6468","0.05665378272533417","0.05665378272533417","0.05665378272533417"
"6476","0.0572076290845871","0.0572076290845871","0.0572076290845871"
"6505","0.052845846861600876","0.052845846861600876","0.052845846861600876"
"6517","0.06531380861997604","0.06531380861997604","0.06531380861997604"
"6556","0.07712012529373169","0.07712012529373169","0.07712012529373169"
"6574","0.04899609088897705","0.04899609088897705","0.04899609088897705"
"6587","0.08370259404182434","0.08370259404182434","0.08370259404182434"
"6625","0.06479370594024658","0.06479370594024658","0.06479370594024658"
"6649","0.05868455395102501","0.05868455395102501","0.05868455395102501"
"6666","0.06881743669509888","0.06881743669509888","0.06881743669509888"
"6681","0.06343665719032288","0.06343665719032288","0.06343665719032288"
"6695","0.054680272936820984","0.054680272936820984","0.054680272936820984"
"6698","0.07275248318910599","0.07275248318910599","0.07275248318910599"
"6713","0.07000986486673355","0.07000986486673355","0.07000986486673355"
"6714","0.06393694877624512","0.06393694877624512","0.06393694877624512"
"6717","0.055062949657440186","0.055062949657440186","0.055062949657440186"
"6764","0.05251314491033554","0.05251314491033554","0.05251314491033554"
"6771","0.043060243129730225","0.043060243129730225","0.043060243129730225"
"6781","0.0492558553814888","0.0492558553814888","0.0492558553814888"
"6785","0.07062117755413055","0.07062117755413055","0.07062117755413055"
"6804","0.07043587416410446","0.07043587416410446","0.07043587416410446"
"6849","0.07190632820129395","0.07190632820129395","0.07190632820129395"
"6851","0.04810880869626999","0.04810880869626999","0.04810880869626999"
"6909","0.049957744777202606","0.049957744777202606","0.049957744777202606"
"6967","0.05200286954641342","0.05200286954641342","0.05200286954641342"
"6978","0.06106176972389221","0.06106176972389221","0.06106176972389221"
"6996","0.035679519176483154","0.035679519176483154","0.035679519176483154"
"7027","0.0608053058385849","0.0608053058385849","0.0608053058385849"
"7079","0.0951811745762825","0.0951811745762825","0.0951811745762825"
"7084","0.040863651782274246","0.040863651782274246","0.040863651782274246"
"7087","0.07840579748153687","0.07840579748153687","0.07840579748153687"
"7100","0.06969079375267029","0.06969079375267029","0.06969079375267029"
"7136","0.057604432106018066","0.057604432106018066","0.057604432106018066"
"7224","0.08315067738294601","0.08315067738294601","0.08315067738294601"
"7236","0.03794277459383011","0.03794277459383011","0.03794277459383011"
"7262","0.05794171243906021","0.05794171243906021","0.05794171243906021"
"7263","0.05348176881670952","0.05348176881670952","0.05348176881670952"
"7272","0.04237581044435501","0.04237581044435501","0.04237581044435501"
"7299","0.04755847901105881","0.04755847901105881","0.04755847901105881"
"7323","0.051349833607673645","0.051349833607673645","0.051349833607673645"
"7325","0.07086819410324097","0.07086819410324097","0.07086819410324097"
"7373","0.05526149645447731","0.05526149645447731","0.05526149645447731"
"7381","0.05519070848822594","0.05519070848822594","0.05519070848822594"
"7397","0.07069449871778488","0.07069449871778488","0.07069449871778488"
"7415","0.05304623395204544","0.05304623395204544","0.05304623395204544"
"7456","0.06079254671931267","0.06079254671931267","0.06079254671931267"
"7466","0.06864289939403534","0.06864289939403534","0.06864289939403534"
"7497","0.06770189851522446","0.06770189851522446","0.06770189851522446"
"7523","0.07738262414932251","0.07738262414932251","0.07738262414932251"
"7591","0.05475306883454323","0.05475306883454323","0.05475306883454323"
"7625","0.054651252925395966","0.054651252925395966","0.054651252925395966"
"7639","0.04606042802333832","0.04606042802333832","0.04606042802333832"
"7646","0.06685562431812286","0.06685562431812286","0.06685562431812286"
"7681","0.03754706308245659","0.03754706308245659","0.03754706308245659"
"7686","0.0608518049120903","0.0608518049120903","0.0608518049120903"
"7692","0.07050936669111252","0.07050936669111252","0.07050936669111252"
"7696","0.06174328923225403","0.06174328923225403","0.06174328923225403"
"7734","0.0645332932472229","0.0645332932472229","0.0645332932472229"
"7736","0.08291030675172806","0.08291030675172806","0.08291030675172806"
"7743","0.048058781772851944","0.048058781772851944","0.048058781772851944"
"7802","0.08437222242355347","0.08437222242355347","0.08437222242355347"
"7820","0.052813563495874405","0.052813563495874405","0.052813563495874405"
"7869","0.08870241045951843","0.08870241045951843","0.08870241045951843"
"7897","0.0598185732960701","0.0598185732960701","0.0598185732960701"
"7927","0.0871581882238388","0.0871581882238388","0.0871581882238388"
"7934","0.050400279462337494","0.050400279462337494","0.050400279462337494"
"7943","0.07128365337848663","0.07128365337848663","0.07128365337848663"
"7994","0.05838942155241966","0.05838942155241966","0.05838942155241966"
"8019","0.057033538818359375","0.057033538818359375","0.057033538818359375"
"8021","0.06230995059013367","0.06230995059013367","0.06230995059013367"
"8045","0.050591856241226196","0.050591856241226196","0.050591856241226196"
"8077","0.07555478066205978","0.07555478066205978","0.07555478066205978"
"8117","0.060200728476047516","0.060200728476047516","0.060200728476047516"
"8178","0.08533184230327606","0.08533184230327606","0.08533184230327606"
"8193","0.07438521087169647","0.07438521087169647","0.07438521087169647"
"8236","0.08846002072095871","0.08846002072095871","0.08846002072095871"
"8258","0.07409332692623138","0.07409332692623138","0.07409332692623138"
"8262","0.0512518435716629","0.0512518435716629","0.0512518435716629"
"8267","0.055233556777238846","0.055233556777238846","0.055233556777238846"
"8288","0.05349032208323479","0.05349032208323479","0.05349032208323479"
"8310","0.07142063230276108","0.07142063230276108","0.07142063230276108"
"8312","0.07243925333023071","0.07243925333023071","0.07243925333023071"
"8315","0.06442616879940033","0.06442616879940033","0.06442616879940033"
"8335","0.043409042060375214","0.043409042060375214","0.043409042060375214"
"8346","0.06461645662784576","0.06461645662784576","0.06461645662784576"
"8358","0.06600850075483322","0.06600850075483322","0.06600850075483322"
"8359","0.06349898129701614","0.06349898129701614","0.06349898129701614"
"8362","0.06391218304634094","0.06391218304634094","0.06391218304634094"
"8364","0.07754215598106384","0.07754215598106384","0.07754215598106384"
"8400","0.09339381754398346","0.09339381754398346","0.09339381754398346"
"8441","0.046133801341056824","0.046133801341056824","0.046133801341056824"
"8453","0.059930168092250824","0.059930168092250824","0.059930168092250824"
"8495","0.07899010181427002","0.07899010181427002","0.07899010181427002"
"8502","0.05600299313664436","0.05600299313664436","0.05600299313664436"
"8572","0.053702302277088165","0.053702302277088165","0.053702302277088165"
"8598","0.07104826718568802","0.07104826718568802","0.07104826718568802"
"8650","0.05948832258582115","0.05948832258582115","0.05948832258582115"
"8690","0.057620249688625336","0.057620249688625336","0.057620249688625336"
"8854","0.05280990153551102","0.05280990153551102","0.05280990153551102"
"8863","0.05360313504934311","0.05360313504934311","0.05360313504934311"
"8891","0.06782279163599014","0.06782279163599014","0.06782279163599014"
"8936","0.062256138771772385","0.062256138771772385","0.062256138771772385"
"8983","0.06675426661968231","0.06675426661968231","0.06675426661968231"
"9012","0.05718917399644852","0.05718917399644852","0.05718917399644852"
"9013","0.039951980113983154","0.039951980113983154","0.039951980113983154"
"9061","0.050572361797094345","0.050572361797094345","0.050572361797094345"
"9098","0.07278522104024887","0.07278522104024887","0.07278522104024887"
"9115","0.05651102960109711","0.05651102960109711","0.05651102960109711"
"9171","0.07782238721847534","0.07782238721847534","0.07782238721847534"
"9197","0.04662945494055748","0.04662945494055748","0.04662945494055748"
"9198","0.06017870083451271","0.06017870083451271","0.06017870083451271"
"9228","0.07428404688835144","0.07428404688835144","0.07428404688835144"
"9241","0.07488113641738892","0.07488113641738892","0.07488113641738892"
"9274","0.06577011197805405","0.06577011197805405","0.06577011197805405"
"9334","0.058187127113342285","0.058187127113342285","0.058187127113342285"
"9363","0.06392565369606018","0.06392565369606018","0.06392565369606018"
"9368","0.05128428339958191","0.05128428339958191","0.05128428339958191"
"9377","0.07102914154529572","0.07102914154529572","0.07102914154529572"
"9379","0.06484930217266083","0.06484930217266083","0.06484930217266083"
"9406","0.05102574825286865","0.05102574825286865","0.05102574825286865"
"9425","0.05287465825676918","0.05287465825676918","0.05287465825676918"
"9458","0.06632673740386963","0.06632673740386963","0.06632673740386963"
"9469","0.06661078333854675","0.06661078333854675","0.06661078333854675"
"9479","0.06666027009487152","0.06666027009487152","0.06666027009487152"
"9502","0.05230384320020676","0.05230384320020676","0.05230384320020676"
"9534","0.09255457669496536","0.09255457669496536","0.09255457669496536"
"9564","0.05410320311784744","0.05410320311784744","0.05410320311784744"
"9621","0.07317239046096802","0.07317239046096802","0.07317239046096802"
"9637","0.0571497306227684","0.0571497306227684","0.0571497306227684"
"9644","0.06528553366661072","0.06528553366661072","0.06528553366661072"
"9648","0.06981896609067917","0.06981896609067917","0.06981896609067917"
"9665","0.04386178404092789","0.04386178404092789","0.04386178404092789"
"9667","0.03824985772371292","0.03824985772371292","0.03824985772371292"
"9700","0.05291557312011719","0.05291557312011719","0.05291557312011719"
"9713","0.06420056521892548","0.06420056521892548","0.06420056521892548"
"9784","0.04674704745411873","0.04674704745411873","0.04674704745411873"
"9787","0.06015653908252716","0.06015653908252716","0.06015653908252716"
"9822","0.06966938078403473","0.06966938078403473","0.06966938078403473"
"9869","0.05476757511496544","0.05476757511496544","0.05476757511496544"
"9885","0.06102677434682846","0.06102677434682846","0.06102677434682846"
"9916","0.06605513393878937","0.06605513393878937","0.06605513393878937"
"9942","0.06002833694219589","0.06002833694219589","0.06002833694219589"
"9966","0.059665486216545105","0.059665486216545105","0.059665486216545105"
"10026","0.0474136546254158","0.0474136546254158","0.0474136546254158"
"10062","0.0673394501209259","0.0673394501209259","0.0673394501209259"
"10109","0.08198109269142151","0.08198109269142151","0.08198109269142151"
"10131","0.057284969836473465","0.057284969836473465","0.057284969836473465"
"10138","0.05573984235525131","0.05573984235525131","0.05573984235525131"
"10139","0.05414986610412598","0.05414986610412598","0.05414986610412598"
"10140","0.06495676189661026","0.06495676189661026","0.06495676189661026"
"10186","0.09210807085037231","0.09210807085037231","0.09210807085037231"
"10193","0.049748506397008896","0.049748506397008896","0.049748506397008896"
"10197","0.06297756731510162","0.06297756731510162","0.06297756731510162"
"10200","0.06659948080778122","0.06659948080778122","0.06659948080778122"
"10218","0.06655335426330566","0.06655335426330566","0.06655335426330566"
"10243","0.05812671780586243","0.05812671780586243","0.05812671780586243"
"10262","0.0510079488158226","0.0510079488158226","0.0510079488158226"
"10271","0.05092921108007431","0.05092921108007431","0.05092921108007431"
"10282","0.05044221132993698","0.05044221132993698","0.05044221132993698"
"10302","0.05498044192790985","0.05498044192790985","0.05498044192790985"
"10324","0.06307376176118851","0.06307376176118851","0.06307376176118851"
