"Step","dulcet-rain-4 - train/lejepa","dulcet-rain-4 - train/lejepa__MIN","dulcet-rain-4 - train/lejepa__MAX"
"1746","0.17454729974269867","0.17454729974269867","0.17454729974269867"
"1765","0.17093589901924133","0.17093589901924133","0.17093589901924133"
"1779","0.1824003905057907","0.1824003905057907","0.1824003905057907"
"1788","0.1584274172782898","0.1584274172782898","0.1584274172782898"
"1798","0.16805212199687958","0.16805212199687958","0.16805212199687958"
"1820","0.15866786241531372","0.15866786241531372","0.15866786241531372"
"1827","0.17498360574245453","0.17498360574245453","0.17498360574245453"
"1836","0.17321084439754486","0.17321084439754486","0.17321084439754486"
"1838","0.17221646010875702","0.17221646010875702","0.17221646010875702"
"1839","0.1872420459985733","0.1872420459985733","0.1872420459985733"
"1903","0.15601393580436707","0.15601393580436707","0.15601393580436707"
"1939","0.15540637075901031","0.15540637075901031","0.15540637075901031"
"1950","0.16901077330112457","0.16901077330112457","0.16901077330112457"
"1962","0.1920013725757599","0.1920013725757599","0.1920013725757599"
"1991","0.16310396790504456","0.16310396790504456","0.16310396790504456"
"1997","0.16280390322208405","0.16280390322208405","0.16280390322208405"
"2020","0.14953644573688507","0.14953644573688507","0.14953644573688507"
"2034","0.17942799627780914","0.17942799627780914","0.17942799627780914"
"2040","0.16594639420509338","0.16594639420509338","0.16594639420509338"
"2055","0.1666250228881836","0.1666250228881836","0.1666250228881836"
"2075","0.16489148139953613","0.16489148139953613","0.16489148139953613"
"2112","0.13606497645378113","0.13606497645378113","0.13606497645378113"
"2159","0.18104830384254456","0.18104830384254456","0.18104830384254456"
"2171","0.14912833273410797","0.14912833273410797","0.14912833273410797"
"2178","0.18882310390472412","0.18882310390472412","0.18882310390472412"
"2191","0.17971627414226532","0.17971627414226532","0.17971627414226532"
"2194","0.16662462055683136","0.16662462055683136","0.16662462055683136"
"2196","0.15870769321918488","0.15870769321918488","0.15870769321918488"
"2208","0.17632482945919037","0.17632482945919037","0.17632482945919037"
"2270","0.15777993202209473","0.15777993202209473","0.15777993202209473"
"2290","0.1775638461112976","0.1775638461112976","0.1775638461112976"
"2302","0.1632242500782013","0.1632242500782013","0.1632242500782013"
"2309","0.15686608850955963","0.15686608850955963","0.15686608850955963"
"2335","0.1468922644853592","0.1468922644853592","0.1468922644853592"
"2359","0.18657618761062622","0.18657618761062622","0.18657618761062622"
"2386","0.168816938996315","0.168816938996315","0.168816938996315"
"2427","0.15477155148983002","0.15477155148983002","0.15477155148983002"
"2430","0.18501001596450806","0.18501001596450806","0.18501001596450806"
"2436","0.1533583104610443","0.1533583104610443","0.1533583104610443"
"2467","0.18547150492668152","0.18547150492668152","0.18547150492668152"
"2541","0.16251163184642792","0.16251163184642792","0.16251163184642792"
"2550","0.17373517155647278","0.17373517155647278","0.17373517155647278"
"2557","0.16430407762527466","0.16430407762527466","0.16430407762527466"
"2571","0.15537476539611816","0.15537476539611816","0.15537476539611816"
"2598","0.15032035112380981","0.15032035112380981","0.15032035112380981"
"2632","0.14911049604415894","0.14911049604415894","0.14911049604415894"
"2671","0.1530390977859497","0.1530390977859497","0.1530390977859497"
"2681","0.15140116214752197","0.15140116214752197","0.15140116214752197"
"2716","0.16819775104522705","0.16819775104522705","0.16819775104522705"
"2741","0.17913901805877686","0.17913901805877686","0.17913901805877686"
"2761","0.16105002164840698","0.16105002164840698","0.16105002164840698"
"2824","0.16172179579734802","0.16172179579734802","0.16172179579734802"
"2830","0.15386858582496643","0.15386858582496643","0.15386858582496643"
"2842","0.1597868800163269","0.1597868800163269","0.1597868800163269"
"2883","0.14006304740905762","0.14006304740905762","0.14006304740905762"
"2920","0.17985177040100098","0.17985177040100098","0.17985177040100098"
"2968","0.1636415719985962","0.1636415719985962","0.1636415719985962"
"2985","0.17537297308444977","0.17537297308444977","0.17537297308444977"
"3013","0.1533593088388443","0.1533593088388443","0.1533593088388443"
"3039","0.15907323360443115","0.15907323360443115","0.15907323360443115"
"3078","0.18113994598388672","0.18113994598388672","0.18113994598388672"
"3083","0.16257640719413757","0.16257640719413757","0.16257640719413757"
"3101","0.16305895149707794","0.16305895149707794","0.16305895149707794"
"3106","0.15798819065093994","0.15798819065093994","0.15798819065093994"
"3127","0.1613778918981552","0.1613778918981552","0.1613778918981552"
"3134","0.18585661053657532","0.18585661053657532","0.18585661053657532"
"3173","0.15437959134578705","0.15437959134578705","0.15437959134578705"
"3177","0.1493259072303772","0.1493259072303772","0.1493259072303772"
"3225","0.16874335706233978","0.16874335706233978","0.16874335706233978"
"3284","0.16922332346439362","0.16922332346439362","0.16922332346439362"
"3285","0.1461072713136673","0.1461072713136673","0.1461072713136673"
"3317","0.1626950353384018","0.1626950353384018","0.1626950353384018"
"3327","0.18481209874153137","0.18481209874153137","0.18481209874153137"
"3346","0.17135803401470184","0.17135803401470184","0.17135803401470184"
"3352","0.158494234085083","0.158494234085083","0.158494234085083"
"3367","0.15372660756111145","0.15372660756111145","0.15372660756111145"
"3383","0.15298396348953247","0.15298396348953247","0.15298396348953247"
"3428","0.1851631999015808","0.1851631999015808","0.1851631999015808"
"3455","0.13917581737041473","0.13917581737041473","0.13917581737041473"
"3505","0.1481524258852005","0.1481524258852005","0.1481524258852005"
"3517","0.14716948568820953","0.14716948568820953","0.14716948568820953"
"3539","0.1724298745393753","0.1724298745393753","0.1724298745393753"
"3575","0.1741340160369873","0.1741340160369873","0.1741340160369873"
"3607","0.17004629969596863","0.17004629969596863","0.17004629969596863"
"3614","0.16431820392608643","0.16431820392608643","0.16431820392608643"
"3620","0.15496721863746643","0.15496721863746643","0.15496721863746643"
"3622","0.15328995883464813","0.15328995883464813","0.15328995883464813"
"3668","0.15920880436897278","0.15920880436897278","0.15920880436897278"
"3685","0.12918426096439362","0.12918426096439362","0.12918426096439362"
"3752","0.1735277771949768","0.1735277771949768","0.1735277771949768"
"3761","0.18846705555915833","0.18846705555915833","0.18846705555915833"
"3770","0.14311930537223816","0.14311930537223816","0.14311930537223816"
"3806","0.15730364620685577","0.15730364620685577","0.15730364620685577"
"3815","0.1578255295753479","0.1578255295753479","0.1578255295753479"
"3830","0.1799306422472","0.1799306422472","0.1799306422472"
"3849","0.14628660678863525","0.14628660678863525","0.14628660678863525"
"3870","0.17388570308685303","0.17388570308685303","0.17388570308685303"
"3884","0.1598646342754364","0.1598646342754364","0.1598646342754364"
"3891","0.1985362470149994","0.1985362470149994","0.1985362470149994"
"3900","0.15173780918121338","0.15173780918121338","0.15173780918121338"
"3905","0.14637425541877747","0.14637425541877747","0.14637425541877747"
"3934","0.15838594734668732","0.15838594734668732","0.15838594734668732"
"4006","0.17711225152015686","0.17711225152015686","0.17711225152015686"
"4022","0.13547895848751068","0.13547895848751068","0.13547895848751068"
"4025","0.14947673678398132","0.14947673678398132","0.14947673678398132"
"4029","0.17290924489498138","0.17290924489498138","0.17290924489498138"
"4045","0.14587825536727905","0.14587825536727905","0.14587825536727905"
"4067","0.13150379061698914","0.13150379061698914","0.13150379061698914"
"4114","0.16706737875938416","0.16706737875938416","0.16706737875938416"
"4145","0.16385650634765625","0.16385650634765625","0.16385650634765625"
"4162","0.18458642065525055","0.18458642065525055","0.18458642065525055"
"4176","0.1712856888771057","0.1712856888771057","0.1712856888771057"
"4177","0.1555442065000534","0.1555442065000534","0.1555442065000534"
"4189","0.1732177436351776","0.1732177436351776","0.1732177436351776"
"4227","0.15113100409507751","0.15113100409507751","0.15113100409507751"
"4295","0.1385364979505539","0.1385364979505539","0.1385364979505539"
"4335","0.14996817708015442","0.14996817708015442","0.14996817708015442"
"4351","0.16815504431724548","0.16815504431724548","0.16815504431724548"
"4383","0.16144394874572754","0.16144394874572754","0.16144394874572754"
"4416","0.1623011827468872","0.1623011827468872","0.1623011827468872"
"4434","0.17656868696212769","0.17656868696212769","0.17656868696212769"
"4438","0.15500178933143616","0.15500178933143616","0.15500178933143616"
"4440","0.16919273138046265","0.16919273138046265","0.16919273138046265"
"4468","0.17163877189159393","0.17163877189159393","0.17163877189159393"
"4496","0.14269065856933594","0.14269065856933594","0.14269065856933594"
"4502","0.1399940401315689","0.1399940401315689","0.1399940401315689"
"4504","0.17488205432891846","0.17488205432891846","0.17488205432891846"
"4520","0.13955511152744293","0.13955511152744293","0.13955511152744293"
"4542","0.1464979499578476","0.1464979499578476","0.1464979499578476"
"4594","0.15846456587314606","0.15846456587314606","0.15846456587314606"
"4624","0.139532208442688","0.139532208442688","0.139532208442688"
"4646","0.16734834015369415","0.16734834015369415","0.16734834015369415"
"4663","0.1699487864971161","0.1699487864971161","0.1699487864971161"
"4666","0.15264368057250977","0.15264368057250977","0.15264368057250977"
"4681","0.14990362524986267","0.14990362524986267","0.14990362524986267"
"4687","0.15294626355171204","0.15294626355171204","0.15294626355171204"
"4751","0.1564202606678009","0.1564202606678009","0.1564202606678009"
"4906","0.13596034049987793","0.13596034049987793","0.13596034049987793"
"4951","0.16157633066177368","0.16157633066177368","0.16157633066177368"
"5020","0.14595481753349304","0.14595481753349304","0.14595481753349304"
"5052","0.15252700448036194","0.15252700448036194","0.15252700448036194"
"5055","0.1526801586151123","0.1526801586151123","0.1526801586151123"
"5058","0.1523750275373459","0.1523750275373459","0.1523750275373459"
"5093","0.15375983715057373","0.15375983715057373","0.15375983715057373"
"5157","0.15703336894512177","0.15703336894512177","0.15703336894512177"
"5181","0.1658950299024582","0.1658950299024582","0.1658950299024582"
"5185","0.15589037537574768","0.15589037537574768","0.15589037537574768"
"5235","0.1510949432849884","0.1510949432849884","0.1510949432849884"
"5265","0.16328372061252594","0.16328372061252594","0.16328372061252594"
"5283","0.16074474155902863","0.16074474155902863","0.16074474155902863"
"5311","0.15236008167266846","0.15236008167266846","0.15236008167266846"
"5331","0.16962900757789612","0.16962900757789612","0.16962900757789612"
"5345","0.16166839003562927","0.16166839003562927","0.16166839003562927"
"5354","0.1575867086648941","0.1575867086648941","0.1575867086648941"
"5364","0.15069961547851562","0.15069961547851562","0.15069961547851562"
"5366","0.15722060203552246","0.15722060203552246","0.15722060203552246"
"5378","0.16349419951438904","0.16349419951438904","0.16349419951438904"
"5387","0.1386091113090515","0.1386091113090515","0.1386091113090515"
"5406","0.15404671430587769","0.15404671430587769","0.15404671430587769"
"5408","0.1643461436033249","0.1643461436033249","0.1643461436033249"
"5414","0.12621834874153137","0.12621834874153137","0.12621834874153137"
"5437","0.1736495941877365","0.1736495941877365","0.1736495941877365"
"5456","0.15124699473381042","0.15124699473381042","0.15124699473381042"
"5491","0.1397923231124878","0.1397923231124878","0.1397923231124878"
"5501","0.16393834352493286","0.16393834352493286","0.16393834352493286"
"5562","0.15425215661525726","0.15425215661525726","0.15425215661525726"
"5588","0.14440816640853882","0.14440816640853882","0.14440816640853882"
"5599","0.1457984298467636","0.1457984298467636","0.1457984298467636"
"5611","0.15504197776317596","0.15504197776317596","0.15504197776317596"
"5614","0.1613793671131134","0.1613793671131134","0.1613793671131134"
"5622","0.16434895992279053","0.16434895992279053","0.16434895992279053"
"5680","0.15892238914966583","0.15892238914966583","0.15892238914966583"
"5733","0.1630799025297165","0.1630799025297165","0.1630799025297165"
"5760","0.16063761711120605","0.16063761711120605","0.16063761711120605"
"5788","0.1627897024154663","0.1627897024154663","0.1627897024154663"
"5792","0.1381329596042633","0.1381329596042633","0.1381329596042633"
"5843","0.14772793650627136","0.14772793650627136","0.14772793650627136"
"5866","0.13819216191768646","0.13819216191768646","0.13819216191768646"
"5924","0.14228616654872894","0.14228616654872894","0.14228616654872894"
"5957","0.1537339687347412","0.1537339687347412","0.1537339687347412"
"5967","0.15389567613601685","0.15389567613601685","0.15389567613601685"
"5976","0.17882084846496582","0.17882084846496582","0.17882084846496582"
"5992","0.15374311804771423","0.15374311804771423","0.15374311804771423"
"6027","0.14449714124202728","0.14449714124202728","0.14449714124202728"
"6043","0.14874939620494843","0.14874939620494843","0.14874939620494843"
"6046","0.19012266397476196","0.19012266397476196","0.19012266397476196"
"6107","0.1576685756444931","0.1576685756444931","0.1576685756444931"
"6109","0.15056434273719788","0.15056434273719788","0.15056434273719788"
"6145","0.15256047248840332","0.15256047248840332","0.15256047248840332"
"6217","0.15713131427764893","0.15713131427764893","0.15713131427764893"
"6242","0.14298397302627563","0.14298397302627563","0.14298397302627563"
"6253","0.1752457618713379","0.1752457618713379","0.1752457618713379"
"6264","0.16478699445724487","0.16478699445724487","0.16478699445724487"
"6318","0.14203409850597382","0.14203409850597382","0.14203409850597382"
"6333","0.15108370780944824","0.15108370780944824","0.15108370780944824"
"6339","0.1645786315202713","0.1645786315202713","0.1645786315202713"
"6343","0.15049128234386444","0.15049128234386444","0.15049128234386444"
"6355","0.14453771710395813","0.14453771710395813","0.14453771710395813"
"6378","0.15377765893936157","0.15377765893936157","0.15377765893936157"
"6391","0.15042586624622345","0.15042586624622345","0.15042586624622345"
"6461","0.14784377813339233","0.14784377813339233","0.14784377813339233"
"6463","0.15829908847808838","0.15829908847808838","0.15829908847808838"
"6468","0.14438790082931519","0.14438790082931519","0.14438790082931519"
"6476","0.1478603482246399","0.1478603482246399","0.1478603482246399"
"6505","0.14114439487457275","0.14114439487457275","0.14114439487457275"
"6517","0.15971066057682037","0.15971066057682037","0.15971066057682037"
"6556","0.1722574084997177","0.1722574084997177","0.1722574084997177"
"6574","0.14909037947654724","0.14909037947654724","0.14909037947654724"
"6587","0.16308322548866272","0.16308322548866272","0.16308322548866272"
"6625","0.15920096635818481","0.15920096635818481","0.15920096635818481"
"6649","0.1424718052148819","0.1424718052148819","0.1424718052148819"
"6666","0.14996062219142914","0.14996062219142914","0.14996062219142914"
"6681","0.1539648026227951","0.1539648026227951","0.1539648026227951"
"6695","0.1434304118156433","0.1434304118156433","0.1434304118156433"
"6698","0.15625837445259094","0.15625837445259094","0.15625837445259094"
"6713","0.16089482605457306","0.16089482605457306","0.16089482605457306"
"6714","0.15933790802955627","0.15933790802955627","0.15933790802955627"
"6717","0.14478200674057007","0.14478200674057007","0.14478200674057007"
"6764","0.14716601371765137","0.14716601371765137","0.14716601371765137"
"6771","0.135949045419693","0.135949045419693","0.135949045419693"
"6781","0.13225510716438293","0.13225510716438293","0.13225510716438293"
"6785","0.1634470373392105","0.1634470373392105","0.1634470373392105"
"6804","0.1720544993877411","0.1720544993877411","0.1720544993877411"
"6849","0.15982367098331451","0.15982367098331451","0.15982367098331451"
"6851","0.14236147701740265","0.14236147701740265","0.14236147701740265"
"6909","0.13147813081741333","0.13147813081741333","0.13147813081741333"
"6967","0.13885343074798584","0.13885343074798584","0.13885343074798584"
"6978","0.14528974890708923","0.14528974890708923","0.14528974890708923"
"6996","0.12725108861923218","0.12725108861923218","0.12725108861923218"
"7027","0.1538274884223938","0.1538274884223938","0.1538274884223938"
"7079","0.17579707503318787","0.17579707503318787","0.17579707503318787"
"7084","0.13428466022014618","0.13428466022014618","0.13428466022014618"
"7087","0.1622869074344635","0.1622869074344635","0.1622869074344635"
"7100","0.15521103143692017","0.15521103143692017","0.15521103143692017"
"7136","0.14336641132831573","0.14336641132831573","0.14336641132831573"
"7224","0.16693687438964844","0.16693687438964844","0.16693687438964844"
"7236","0.13825812935829163","0.13825812935829163","0.13825812935829163"
"7262","0.14565005898475647","0.14565005898475647","0.14565005898475647"
"7263","0.13688479363918304","0.13688479363918304","0.13688479363918304"
"7272","0.12697751820087433","0.12697751820087433","0.12697751820087433"
"7299","0.14670497179031372","0.14670497179031372","0.14670497179031372"
"7323","0.15286189317703247","0.15286189317703247","0.15286189317703247"
"7325","0.15441176295280457","0.15441176295280457","0.15441176295280457"
"7373","0.13862892985343933","0.13862892985343933","0.13862892985343933"
"7381","0.14783689379692078","0.14783689379692078","0.14783689379692078"
"7397","0.14789389073848724","0.14789389073848724","0.14789389073848724"
"7415","0.13596968352794647","0.13596968352794647","0.13596968352794647"
"7456","0.14258450269699097","0.14258450269699097","0.14258450269699097"
"7466","0.14637160301208496","0.14637160301208496","0.14637160301208496"
"7497","0.1581447422504425","0.1581447422504425","0.1581447422504425"
"7523","0.1622607558965683","0.1622607558965683","0.1622607558965683"
"7591","0.14350175857543945","0.14350175857543945","0.14350175857543945"
"7625","0.13851916790008545","0.13851916790008545","0.13851916790008545"
"7639","0.13302984833717346","0.13302984833717346","0.13302984833717346"
"7646","0.15926851332187653","0.15926851332187653","0.15926851332187653"
"7681","0.12566331028938293","0.12566331028938293","0.12566331028938293"
"7686","0.13971289992332458","0.13971289992332458","0.13971289992332458"
"7692","0.14527106285095215","0.14527106285095215","0.14527106285095215"
"7696","0.15132874250411987","0.15132874250411987","0.15132874250411987"
"7734","0.15455122292041779","0.15455122292041779","0.15455122292041779"
"7736","0.1593770980834961","0.1593770980834961","0.1593770980834961"
"7743","0.1296171396970749","0.1296171396970749","0.1296171396970749"
"7802","0.17692306637763977","0.17692306637763977","0.17692306637763977"
"7820","0.14111275970935822","0.14111275970935822","0.14111275970935822"
"7869","0.1782369613647461","0.1782369613647461","0.1782369613647461"
"7897","0.15383705496788025","0.15383705496788025","0.15383705496788025"
"7927","0.1659814417362213","0.1659814417362213","0.1659814417362213"
"7934","0.14167743921279907","0.14167743921279907","0.14167743921279907"
"7943","0.14944782853126526","0.14944782853126526","0.14944782853126526"
"7994","0.14950679242610931","0.14950679242610931","0.14950679242610931"
"8019","0.13890068233013153","0.13890068233013153","0.13890068233013153"
"8021","0.145536407828331","0.145536407828331","0.145536407828331"
"8045","0.12721674144268036","0.12721674144268036","0.12721674144268036"
"8077","0.14826244115829468","0.14826244115829468","0.14826244115829468"
"8117","0.14542248845100403","0.14542248845100403","0.14542248845100403"
"8178","0.1744455099105835","0.1744455099105835","0.1744455099105835"
"8193","0.1495576649904251","0.1495576649904251","0.1495576649904251"
"8236","0.17458143830299377","0.17458143830299377","0.17458143830299377"
"8258","0.16147863864898682","0.16147863864898682","0.16147863864898682"
"8262","0.14592993259429932","0.14592993259429932","0.14592993259429932"
"8267","0.14104294776916504","0.14104294776916504","0.14104294776916504"
"8288","0.143240824341774","0.143240824341774","0.143240824341774"
"8310","0.15739455819129944","0.15739455819129944","0.15739455819129944"
"8312","0.14765062928199768","0.14765062928199768","0.14765062928199768"
"8315","0.15688765048980713","0.15688765048980713","0.15688765048980713"
"8335","0.14800961315631866","0.14800961315631866","0.14800961315631866"
"8346","0.16098037362098694","0.16098037362098694","0.16098037362098694"
"8358","0.1467195749282837","0.1467195749282837","0.1467195749282837"
"8359","0.1413305699825287","0.1413305699825287","0.1413305699825287"
"8362","0.1446651816368103","0.1446651816368103","0.1446651816368103"
"8364","0.15899913012981415","0.15899913012981415","0.15899913012981415"
"8400","0.17697516083717346","0.17697516083717346","0.17697516083717346"
"8441","0.14970330893993378","0.14970330893993378","0.14970330893993378"
"8453","0.1451573520898819","0.1451573520898819","0.1451573520898819"
"8495","0.16432437300682068","0.16432437300682068","0.16432437300682068"
"8502","0.1359376311302185","0.1359376311302185","0.1359376311302185"
"8572","0.13368293642997742","0.13368293642997742","0.13368293642997742"
"8598","0.1560530811548233","0.1560530811548233","0.1560530811548233"
"8650","0.13642355799674988","0.13642355799674988","0.13642355799674988"
"8690","0.14387018978595734","0.14387018978595734","0.14387018978595734"
"8854","0.1362263560295105","0.1362263560295105","0.1362263560295105"
"8863","0.13798029720783234","0.13798029720783234","0.13798029720783234"
"8891","0.1465444564819336","0.1465444564819336","0.1465444564819336"
"8936","0.14353054761886597","0.14353054761886597","0.14353054761886597"
"8983","0.15672777593135834","0.15672777593135834","0.15672777593135834"
"9012","0.14295944571495056","0.14295944571495056","0.14295944571495056"
"9013","0.12118419259786606","0.12118419259786606","0.12118419259786606"
"9061","0.13745154440402985","0.13745154440402985","0.13745154440402985"
"9098","0.1543373316526413","0.1543373316526413","0.1543373316526413"
"9115","0.13838861882686615","0.13838861882686615","0.13838861882686615"
"9171","0.15097296237945557","0.15097296237945557","0.15097296237945557"
"9197","0.12772811949253082","0.12772811949253082","0.12772811949253082"
"9198","0.14198294281959534","0.14198294281959534","0.14198294281959534"
"9228","0.16361868381500244","0.16361868381500244","0.16361868381500244"
"9241","0.16029757261276245","0.16029757261276245","0.16029757261276245"
"9274","0.15576329827308655","0.15576329827308655","0.15576329827308655"
"9334","0.14393745362758636","0.14393745362758636","0.14393745362758636"
"9363","0.15932682156562805","0.15932682156562805","0.15932682156562805"
"9368","0.142543762922287","0.142543762922287","0.142543762922287"
"9377","0.15896403789520264","0.15896403789520264","0.15896403789520264"
"9379","0.15339607000350952","0.15339607000350952","0.15339607000350952"
"9406","0.1466849148273468","0.1466849148273468","0.1466849148273468"
"9425","0.1397077888250351","0.1397077888250351","0.1397077888250351"
"9458","0.15386739373207092","0.15386739373207092","0.15386739373207092"
"9469","0.151704341173172","0.151704341173172","0.151704341173172"
"9479","0.14394034445285797","0.14394034445285797","0.14394034445285797"
"9502","0.14012494683265686","0.14012494683265686","0.14012494683265686"
"9534","0.16492223739624023","0.16492223739624023","0.16492223739624023"
"9564","0.1326109766960144","0.1326109766960144","0.1326109766960144"
"9621","0.15178707242012024","0.15178707242012024","0.15178707242012024"
"9637","0.13852626085281372","0.13852626085281372","0.13852626085281372"
"9644","0.136733740568161","0.136733740568161","0.136733740568161"
"9648","0.1450827419757843","0.1450827419757843","0.1450827419757843"
"9665","0.14357048273086548","0.14357048273086548","0.14357048273086548"
"9667","0.11365673691034317","0.11365673691034317","0.11365673691034317"
"9700","0.14170101284980774","0.14170101284980774","0.14170101284980774"
"9713","0.14836576581001282","0.14836576581001282","0.14836576581001282"
"9784","0.13028475642204285","0.13028475642204285","0.13028475642204285"
"9787","0.1531916856765747","0.1531916856765747","0.1531916856765747"
"9822","0.15567833185195923","0.15567833185195923","0.15567833185195923"
"9869","0.14351597428321838","0.14351597428321838","0.14351597428321838"
"9885","0.1374429613351822","0.1374429613351822","0.1374429613351822"
"9916","0.14481216669082642","0.14481216669082642","0.14481216669082642"
"9942","0.14964808523654938","0.14964808523654938","0.14964808523654938"
"9966","0.1478276550769806","0.1478276550769806","0.1478276550769806"
"10026","0.12752006947994232","0.12752006947994232","0.12752006947994232"
"10062","0.15730124711990356","0.15730124711990356","0.15730124711990356"
"10109","0.16920866072177887","0.16920866072177887","0.16920866072177887"
"10131","0.134752556681633","0.134752556681633","0.134752556681633"
"10138","0.14251567423343658","0.14251567423343658","0.14251567423343658"
"10139","0.13314498960971832","0.13314498960971832","0.13314498960971832"
"10140","0.14031778275966644","0.14031778275966644","0.14031778275966644"
"10186","0.1742502897977829","0.1742502897977829","0.1742502897977829"
"10193","0.1400621235370636","0.1400621235370636","0.1400621235370636"
"10197","0.15595629811286926","0.15595629811286926","0.15595629811286926"
"10200","0.15266984701156616","0.15266984701156616","0.15266984701156616"
"10218","0.14285901188850403","0.14285901188850403","0.14285901188850403"
"10243","0.1316712200641632","0.1316712200641632","0.1316712200641632"
"10262","0.12908935546875","0.12908935546875","0.12908935546875"
"10271","0.13780125975608826","0.13780125975608826","0.13780125975608826"
"10282","0.1358591467142105","0.1358591467142105","0.1358591467142105"
"10302","0.14079490303993225","0.14079490303993225","0.14079490303993225"
"10324","0.13944900035858154","0.13944900035858154","0.13944900035858154"
