"Step","dulcet-rain-4 - train/probe","dulcet-rain-4 - train/probe__MIN","dulcet-rain-4 - train/probe__MAX"
"3455","1.6565170288085938","1.6565170288085938","1.6565170288085938"
"3505","1.8997879028320312","1.8997879028320312","1.8997879028320312"
"3517","1.9099712371826172","1.9099712371826172","1.9099712371826172"
"3539","2.030181884765625","2.030181884765625","2.030181884765625"
"3575","2.012939453125","2.012939453125","2.012939453125"
"3607","2.0660552978515625","2.0660552978515625","2.0660552978515625"
"3614","1.8914031982421875","1.8914031982421875","1.8914031982421875"
"3620","2.116973876953125","2.116973876953125","2.116973876953125"
"3622","2.184356689453125","2.184356689453125","2.184356689453125"
"3668","2.177581787109375","2.177581787109375","2.177581787109375"
"3685","1.6930313110351562","1.6930313110351562","1.6930313110351562"
"3752","1.7708892822265625","1.7708892822265625","1.7708892822265625"
"3761","1.9951171875","1.9951171875","1.9951171875"
"3770","1.7914962768554688","1.7914962768554688","1.7914962768554688"
"3806","1.9446487426757812","1.9446487426757812","1.9446487426757812"
"3815","1.8271331787109375","1.8271331787109375","1.8271331787109375"
"3830","2.2546310424804688","2.2546310424804688","2.2546310424804688"
"3849","1.7164154052734375","1.7164154052734375","1.7164154052734375"
"3870","1.97833251953125","1.97833251953125","1.97833251953125"
"3884","1.9519805908203125","1.9519805908203125","1.9519805908203125"
"3891","2.0160598754882812","2.0160598754882812","2.0160598754882812"
"3900","2.076152801513672","2.076152801513672","2.076152801513672"
"3905","1.7162628173828125","1.7162628173828125","1.7162628173828125"
"3934","1.6049575805664062","1.6049575805664062","1.6049575805664062"
"4006","2.0550575256347656","2.0550575256347656","2.0550575256347656"
"4022","1.8999366760253906","1.8999366760253906","1.8999366760253906"
"4025","1.8491058349609375","1.8491058349609375","1.8491058349609375"
"4029","1.772735595703125","1.772735595703125","1.772735595703125"
"4045","1.75048828125","1.75048828125","1.75048828125"
"4067","1.654022216796875","1.654022216796875","1.654022216796875"
"4114","1.9910888671875","1.9910888671875","1.9910888671875"
"4145","1.848663330078125","1.848663330078125","1.848663330078125"
"4162","1.87799072265625","1.87799072265625","1.87799072265625"
"4176","1.9511871337890625","1.9511871337890625","1.9511871337890625"
"4177","1.8677177429199219","1.8677177429199219","1.8677177429199219"
"4189","1.926116943359375","1.926116943359375","1.926116943359375"
"4227","1.6733779907226562","1.6733779907226562","1.6733779907226562"
"4295","1.7987518310546875","1.7987518310546875","1.7987518310546875"
"4335","1.867340087890625","1.867340087890625","1.867340087890625"
"4351","1.91058349609375","1.91058349609375","1.91058349609375"
"4383","1.766448974609375","1.766448974609375","1.766448974609375"
"4416","1.5837478637695312","1.5837478637695312","1.5837478637695312"
"4434","2.2523956298828125","2.2523956298828125","2.2523956298828125"
"4438","2.1064605712890625","2.1064605712890625","2.1064605712890625"
"4440","2.0384521484375","2.0384521484375","2.0384521484375"
"4468","1.9210662841796875","1.9210662841796875","1.9210662841796875"
"4496","1.814117431640625","1.814117431640625","1.814117431640625"
"4502","1.796417236328125","1.796417236328125","1.796417236328125"
"4504","1.9519805908203125","1.9519805908203125","1.9519805908203125"
"4520","1.909088134765625","1.909088134765625","1.909088134765625"
"4542","1.8694610595703125","1.8694610595703125","1.8694610595703125"
"4594","1.959808349609375","1.959808349609375","1.959808349609375"
"4624","1.7627334594726562","1.7627334594726562","1.7627334594726562"
"4646","1.7906341552734375","1.7906341552734375","1.7906341552734375"
"4663","1.6206398010253906","1.6206398010253906","1.6206398010253906"
"4666","1.6253299713134766","1.6253299713134766","1.6253299713134766"
"4681","1.6227264404296875","1.6227264404296875","1.6227264404296875"
"4687","1.9643402099609375","1.9643402099609375","1.9643402099609375"
"4751","1.9961090087890625","1.9961090087890625","1.9961090087890625"
"4906","1.862680435180664","1.862680435180664","1.862680435180664"
"4951","1.8173599243164062","1.8173599243164062","1.8173599243164062"
"5020","1.7072372436523438","1.7072372436523438","1.7072372436523438"
"5052","1.72808837890625","1.72808837890625","1.72808837890625"
"5055","1.6463470458984375","1.6463470458984375","1.6463470458984375"
"5058","1.6952934265136719","1.6952934265136719","1.6952934265136719"
"5093","1.7553520202636719","1.7553520202636719","1.7553520202636719"
"5157","1.757476806640625","1.757476806640625","1.757476806640625"
"5181","1.747039794921875","1.747039794921875","1.747039794921875"
"5185","1.9032783508300781","1.9032783508300781","1.9032783508300781"
"5235","1.88385009765625","1.88385009765625","1.88385009765625"
"5265","1.7918014526367188","1.7918014526367188","1.7918014526367188"
"5283","2.1723785400390625","2.1723785400390625","2.1723785400390625"
"5311","1.7365798950195312","1.7365798950195312","1.7365798950195312"
"5331","1.822845458984375","1.822845458984375","1.822845458984375"
"5345","1.9729461669921875","1.9729461669921875","1.9729461669921875"
"5354","2.02008056640625","2.02008056640625","2.02008056640625"
"5364","1.5790748596191406","1.5790748596191406","1.5790748596191406"
"5366","1.79461669921875","1.79461669921875","1.79461669921875"
"5378","1.9606552124023438","1.9606552124023438","1.9606552124023438"
"5387","2.0534534454345703","2.0534534454345703","2.0534534454345703"
"5406","1.9785003662109375","1.9785003662109375","1.9785003662109375"
"5408","2.046600341796875","2.046600341796875","2.046600341796875"
"5414","1.6427230834960938","1.6427230834960938","1.6427230834960938"
"5437","1.8655776977539062","1.8655776977539062","1.8655776977539062"
"5456","1.7838668823242188","1.7838668823242188","1.7838668823242188"
"5491","1.691741943359375","1.691741943359375","1.691741943359375"
"5501","1.6697540283203125","1.6697540283203125","1.6697540283203125"
"5562","1.8095779418945312","1.8095779418945312","1.8095779418945312"
"5588","1.8685760498046875","1.8685760498046875","1.8685760498046875"
"5599","1.7741546630859375","1.7741546630859375","1.7741546630859375"
"5611","2.009613037109375","2.009613037109375","2.009613037109375"
"5614","1.733612060546875","1.733612060546875","1.733612060546875"
"5622","1.5814895629882812","1.5814895629882812","1.5814895629882812"
"5680","1.8191070556640625","1.8191070556640625","1.8191070556640625"
"5733","1.53662109375","1.53662109375","1.53662109375"
"5760","2.0656051635742188","2.0656051635742188","2.0656051635742188"
"5788","1.9734649658203125","1.9734649658203125","1.9734649658203125"
"5792","1.866546630859375","1.866546630859375","1.866546630859375"
"5843","2.194610595703125","2.194610595703125","2.194610595703125"
"5866","1.7735366821289062","1.7735366821289062","1.7735366821289062"
"5924","1.946990966796875","1.946990966796875","1.946990966796875"
"5957","1.7615203857421875","1.7615203857421875","1.7615203857421875"
"5967","2.284942626953125","2.284942626953125","2.284942626953125"
"5976","1.7429428100585938","1.7429428100585938","1.7429428100585938"
"5992","2.1976394653320312","2.1976394653320312","2.1976394653320312"
"6027","1.8358154296875","1.8358154296875","1.8358154296875"
"6043","1.7141265869140625","1.7141265869140625","1.7141265869140625"
"6046","1.9000263214111328","1.9000263214111328","1.9000263214111328"
"6107","2.151885986328125","2.151885986328125","2.151885986328125"
"6109","1.9208602905273438","1.9208602905273438","1.9208602905273438"
"6145","2.0387115478515625","2.0387115478515625","2.0387115478515625"
"6217","1.631683349609375","1.631683349609375","1.631683349609375"
"6242","1.7602043151855469","1.7602043151855469","1.7602043151855469"
"6253","1.8549842834472656","1.8549842834472656","1.8549842834472656"
"6264","1.8796005249023438","1.8796005249023438","1.8796005249023438"
"6318","1.5711517333984375","1.5711517333984375","1.5711517333984375"
"6333","1.7611923217773438","1.7611923217773438","1.7611923217773438"
"6339","1.9510040283203125","1.9510040283203125","1.9510040283203125"
"6343","1.8960037231445312","1.8960037231445312","1.8960037231445312"
"6355","1.7280769348144531","1.7280769348144531","1.7280769348144531"
"6378","1.5726470947265625","1.5726470947265625","1.5726470947265625"
"6391","1.6979522705078125","1.6979522705078125","1.6979522705078125"
"6461","1.6661605834960938","1.6661605834960938","1.6661605834960938"
"6463","1.7499008178710938","1.7499008178710938","1.7499008178710938"
"6468","1.6898078918457031","1.6898078918457031","1.6898078918457031"
"6476","1.6035804748535156","1.6035804748535156","1.6035804748535156"
"6505","1.7941436767578125","1.7941436767578125","1.7941436767578125"
"6517","1.845306396484375","1.845306396484375","1.845306396484375"
"6556","1.900634765625","1.900634765625","1.900634765625"
"6574","1.8189888000488281","1.8189888000488281","1.8189888000488281"
"6587","1.8430328369140625","1.8430328369140625","1.8430328369140625"
"6625","1.8463516235351562","1.8463516235351562","1.8463516235351562"
"6649","1.819488525390625","1.819488525390625","1.819488525390625"
"6666","1.7570877075195312","1.7570877075195312","1.7570877075195312"
"6681","1.9159202575683594","1.9159202575683594","1.9159202575683594"
"6695","2.0764541625976562","2.0764541625976562","2.0764541625976562"
"6698","1.8016281127929688","1.8016281127929688","1.8016281127929688"
"6713","1.9021873474121094","1.9021873474121094","1.9021873474121094"
"6714","1.7499961853027344","1.7499961853027344","1.7499961853027344"
"6717","1.7010040283203125","1.7010040283203125","1.7010040283203125"
"6764","1.6809768676757812","1.6809768676757812","1.6809768676757812"
"6771","1.7334976196289062","1.7334976196289062","1.7334976196289062"
"6781","1.7892379760742188","1.7892379760742188","1.7892379760742188"
"6785","1.8950233459472656","1.8950233459472656","1.8950233459472656"
"6804","1.8269195556640625","1.8269195556640625","1.8269195556640625"
"6849","1.8831405639648438","1.8831405639648438","1.8831405639648438"
"6851","1.5451202392578125","1.5451202392578125","1.5451202392578125"
"6909","1.4527397155761719","1.4527397155761719","1.4527397155761719"
"6967","1.6273117065429688","1.6273117065429688","1.6273117065429688"
"6978","1.91583251953125","1.91583251953125","1.91583251953125"
"6996","1.4698295593261719","1.4698295593261719","1.4698295593261719"
"7027","1.6077308654785156","1.6077308654785156","1.6077308654785156"
"7079","1.8619842529296875","1.8619842529296875","1.8619842529296875"
"7084","1.7165031433105469","1.7165031433105469","1.7165031433105469"
"7087","1.7962837219238281","1.7962837219238281","1.7962837219238281"
"7100","1.8509597778320312","1.8509597778320312","1.8509597778320312"
"7136","1.773101806640625","1.773101806640625","1.773101806640625"
"7224","1.8303947448730469","1.8303947448730469","1.8303947448730469"
"7236","1.7532424926757812","1.7532424926757812","1.7532424926757812"
"7262","1.7973041534423828","1.7973041534423828","1.7973041534423828"
"7263","1.6155891418457031","1.6155891418457031","1.6155891418457031"
"7272","1.46917724609375","1.46917724609375","1.46917724609375"
"7299","1.9148101806640625","1.9148101806640625","1.9148101806640625"
"7323","1.894683837890625","1.894683837890625","1.894683837890625"
"7325","1.7299575805664062","1.7299575805664062","1.7299575805664062"
"7373","1.69342041015625","1.69342041015625","1.69342041015625"
"7381","1.7459716796875","1.7459716796875","1.7459716796875"
"7397","1.960357666015625","1.960357666015625","1.960357666015625"
"7415","1.77764892578125","1.77764892578125","1.77764892578125"
"7456","1.848052978515625","1.848052978515625","1.848052978515625"
"7466","1.89495849609375","1.89495849609375","1.89495849609375"
"7497","1.7190284729003906","1.7190284729003906","1.7190284729003906"
"7523","1.8676910400390625","1.8676910400390625","1.8676910400390625"
"7591","1.6436309814453125","1.6436309814453125","1.6436309814453125"
"7625","1.5670547485351562","1.5670547485351562","1.5670547485351562"
"7639","2.08941650390625","2.08941650390625","2.08941650390625"
"7646","1.888519287109375","1.888519287109375","1.888519287109375"
"7681","2.0221328735351562","2.0221328735351562","2.0221328735351562"
"7686","1.6246719360351562","1.6246719360351562","1.6246719360351562"
"7692","1.5129623413085938","1.5129623413085938","1.5129623413085938"
"7696","1.7258453369140625","1.7258453369140625","1.7258453369140625"
"7734","2.0294189453125","2.0294189453125","2.0294189453125"
"7736","1.7884864807128906","1.7884864807128906","1.7884864807128906"
"7743","1.569192886352539","1.569192886352539","1.569192886352539"
"7802","2.0049095153808594","2.0049095153808594","2.0049095153808594"
"7820","1.6947364807128906","1.6947364807128906","1.6947364807128906"
"7869","2.0781784057617188","2.0781784057617188","2.0781784057617188"
"7897","1.7435493469238281","1.7435493469238281","1.7435493469238281"
"7927","2.0294189453125","2.0294189453125","2.0294189453125"
"7934","1.962158203125","1.962158203125","1.962158203125"
"7943","1.6163692474365234","1.6163692474365234","1.6163692474365234"
"7994","1.715597152709961","1.715597152709961","1.715597152709961"
"8019","1.9472122192382812","1.9472122192382812","1.9472122192382812"
"8021","1.65765380859375","1.65765380859375","1.65765380859375"
"8045","1.8371810913085938","1.8371810913085938","1.8371810913085938"
"8077","1.8770599365234375","1.8770599365234375","1.8770599365234375"
"8117","1.7713546752929688","1.7713546752929688","1.7713546752929688"
"8178","1.941192626953125","1.941192626953125","1.941192626953125"
"8193","1.6770820617675781","1.6770820617675781","1.6770820617675781"
"8236","1.9509429931640625","1.9509429931640625","1.9509429931640625"
"8258","1.813751220703125","1.813751220703125","1.813751220703125"
"8262","1.8292694091796875","1.8292694091796875","1.8292694091796875"
"8267","1.6436691284179688","1.6436691284179688","1.6436691284179688"
"8288","1.8805007934570312","1.8805007934570312","1.8805007934570312"
"8310","1.964019775390625","1.964019775390625","1.964019775390625"
"8312","1.5473480224609375","1.5473480224609375","1.5473480224609375"
"8315","2.0793609619140625","2.0793609619140625","2.0793609619140625"
"8335","1.6117401123046875","1.6117401123046875","1.6117401123046875"
"8346","1.9090118408203125","1.9090118408203125","1.9090118408203125"
"8358","1.700479507446289","1.700479507446289","1.700479507446289"
"8359","1.6832275390625","1.6832275390625","1.6832275390625"
"8362","1.7982673645019531","1.7982673645019531","1.7982673645019531"
"8364","1.925506591796875","1.925506591796875","1.925506591796875"
"8400","1.7527103424072266","1.7527103424072266","1.7527103424072266"
"8441","2.0216217041015625","2.0216217041015625","2.0216217041015625"
"8453","1.6649627685546875","1.6649627685546875","1.6649627685546875"
"8495","1.6594505310058594","1.6594505310058594","1.6594505310058594"
"8502","1.5824775695800781","1.5824775695800781","1.5824775695800781"
"8572","1.634429931640625","1.634429931640625","1.634429931640625"
"8598","1.8353729248046875","1.8353729248046875","1.8353729248046875"
"8650","1.9980506896972656","1.9980506896972656","1.9980506896972656"
"8690","1.4732093811035156","1.4732093811035156","1.4732093811035156"
"8854","1.68682861328125","1.68682861328125","1.68682861328125"
"8863","1.797271728515625","1.797271728515625","1.797271728515625"
"8891","1.7457504272460938","1.7457504272460938","1.7457504272460938"
"8936","1.7871780395507812","1.7871780395507812","1.7871780395507812"
"8983","1.7618789672851562","1.7618789672851562","1.7618789672851562"
"9012","1.8344879150390625","1.8344879150390625","1.8344879150390625"
"9013","1.6748619079589844","1.6748619079589844","1.6748619079589844"
"9061","1.92425537109375","1.92425537109375","1.92425537109375"
"9098","1.9489288330078125","1.9489288330078125","1.9489288330078125"
"9115","1.8137855529785156","1.8137855529785156","1.8137855529785156"
"9171","1.6423721313476562","1.6423721313476562","1.6423721313476562"
"9197","1.6072273254394531","1.6072273254394531","1.6072273254394531"
"9198","1.9845123291015625","1.9845123291015625","1.9845123291015625"
"9228","1.6417388916015625","1.6417388916015625","1.6417388916015625"
"9241","1.8552932739257812","1.8552932739257812","1.8552932739257812"
"9274","1.780609130859375","1.780609130859375","1.780609130859375"
"9334","1.6483192443847656","1.6483192443847656","1.6483192443847656"
"9363","1.7982673645019531","1.7982673645019531","1.7982673645019531"
"9368","1.725656509399414","1.725656509399414","1.725656509399414"
"9377","1.9580726623535156","1.9580726623535156","1.9580726623535156"
"9379","1.760284423828125","1.760284423828125","1.760284423828125"
"9406","1.7188796997070312","1.7188796997070312","1.7188796997070312"
"9425","1.895599365234375","1.895599365234375","1.895599365234375"
"9458","1.5998497009277344","1.5998497009277344","1.5998497009277344"
"9469","1.8329925537109375","1.8329925537109375","1.8329925537109375"
"9479","1.7860870361328125","1.7860870361328125","1.7860870361328125"
"9502","1.7410812377929688","1.7410812377929688","1.7410812377929688"
"9534","2.0378265380859375","2.0378265380859375","2.0378265380859375"
"9564","1.62139892578125","1.62139892578125","1.62139892578125"
"9621","1.7316360473632812","1.7316360473632812","1.7316360473632812"
"9637","1.892486572265625","1.892486572265625","1.892486572265625"
"9644","1.7759552001953125","1.7759552001953125","1.7759552001953125"
"9648","1.774261474609375","1.774261474609375","1.774261474609375"
"9665","1.8128089904785156","1.8128089904785156","1.8128089904785156"
"9667","1.2703399658203125","1.2703399658203125","1.2703399658203125"
"9700","1.9527969360351562","1.9527969360351562","1.9527969360351562"
"9713","1.6050453186035156","1.6050453186035156","1.6050453186035156"
"9784","1.6355676651000977","1.6355676651000977","1.6355676651000977"
"9787","1.6607398986816406","1.6607398986816406","1.6607398986816406"
"9822","1.7934494018554688","1.7934494018554688","1.7934494018554688"
"9869","1.7752456665039062","1.7752456665039062","1.7752456665039062"
"9885","1.8942375183105469","1.8942375183105469","1.8942375183105469"
"9916","1.786895751953125","1.786895751953125","1.786895751953125"
"9942","1.6305274963378906","1.6305274963378906","1.6305274963378906"
"9966","1.919281005859375","1.919281005859375","1.919281005859375"
"10026","1.4743385314941406","1.4743385314941406","1.4743385314941406"
"10062","1.8609085083007812","1.8609085083007812","1.8609085083007812"
"10109","2.091888427734375","2.091888427734375","2.091888427734375"
"10131","1.7367935180664062","1.7367935180664062","1.7367935180664062"
"10138","1.6796188354492188","1.6796188354492188","1.6796188354492188"
"10139","1.6286163330078125","1.6286163330078125","1.6286163330078125"
"10140","1.5752029418945312","1.5752029418945312","1.5752029418945312"
"10186","1.749755859375","1.749755859375","1.749755859375"
"10193","1.6347846984863281","1.6347846984863281","1.6347846984863281"
"10197","1.8489837646484375","1.8489837646484375","1.8489837646484375"
"10200","1.845001220703125","1.845001220703125","1.845001220703125"
"10218","1.9418792724609375","1.9418792724609375","1.9418792724609375"
"10243","1.5770454406738281","1.5770454406738281","1.5770454406738281"
"10262","1.7993507385253906","1.7993507385253906","1.7993507385253906"
"10271","1.6171340942382812","1.6171340942382812","1.6171340942382812"
"10282","1.6138916015625","1.6138916015625","1.6138916015625"
"10302","1.896942138671875","1.896942138671875","1.896942138671875"
"10324","1.6759490966796875","1.6759490966796875","1.6759490966796875"
"10329","1.7564468383789062","1.7564468383789062","1.7564468383789062"
"10388","1.9012603759765625","1.9012603759765625","1.9012603759765625"
"10415","1.9534835815429688","1.9534835815429688","1.9534835815429688"
"10488","1.759429931640625","1.759429931640625","1.759429931640625"
"10504","1.8143539428710938","1.8143539428710938","1.8143539428710938"
"10559","1.614013671875","1.614013671875","1.614013671875"
"10599","1.6230010986328125","1.6230010986328125","1.6230010986328125"
"10641","1.3998947143554688","1.3998947143554688","1.3998947143554688"
"10663","1.7974891662597656","1.7974891662597656","1.7974891662597656"
"10698","1.7375030517578125","1.7375030517578125","1.7375030517578125"
"10733","1.899749755859375","1.899749755859375","1.899749755859375"
"10766","1.5583572387695312","1.5583572387695312","1.5583572387695312"
"10809","1.7059783935546875","1.7059783935546875","1.7059783935546875"
"10815","1.884765625","1.884765625","1.884765625"
"10821","1.2449111938476562","1.2449111938476562","1.2449111938476562"
"10843","1.4461135864257812","1.4461135864257812","1.4461135864257812"
"10932","1.67120361328125","1.67120361328125","1.67120361328125"
