"Step","dulcet-rain-4 - train/sigreg","dulcet-rain-4 - train/sigreg__MIN","dulcet-rain-4 - train/sigreg__MAX"
"106674","2.296875","2.296875","2.296875"
"106713","2.375","2.375","2.375"
"106724","2.171875","2.171875","2.171875"
"106738","2.609375","2.609375","2.609375"
"106741","2.3125","2.3125","2.3125"
"106775","2.453125","2.453125","2.453125"
"106793","2.796875","2.796875","2.796875"
"106817","2.453125","2.453125","2.453125"
"106858","2.421875","2.421875","2.421875"
"106867","2.0625","2.0625","2.0625"
"106885","2.3125","2.3125","2.3125"
"106927","2.46875","2.46875","2.46875"
"106933","2.015625","2.015625","2.015625"
"106943","2.078125","2.078125","2.078125"
"106947","2.21875","2.21875","2.21875"
"106969","2.484375","2.484375","2.484375"
"106975","2.625","2.625","2.625"
"106977","2.390625","2.390625","2.390625"
"106998","2.53125","2.53125","2.53125"
"107035","2.28125","2.28125","2.28125"
"107095","2.71875","2.71875","2.71875"
"107096","2.34375","2.34375","2.34375"
"107107","2.296875","2.296875","2.296875"
"107128","2.5","2.5","2.5"
"107196","2.28125","2.28125","2.28125"
"107247","2.34375","2.34375","2.34375"
"107257","2.296875","2.296875","2.296875"
"107360","2.296875","2.296875","2.296875"
"107441","2.25","2.25","2.25"
"107443","2.703125","2.703125","2.703125"
"107451","2.359375","2.359375","2.359375"
"107457","2.171875","2.171875","2.171875"
"107476","2.34375","2.34375","2.34375"
"107487","2.53125","2.53125","2.53125"
"107492","2.109375","2.109375","2.109375"
"107493","2.390625","2.390625","2.390625"
"107508","2.109375","2.109375","2.109375"
"107597","2.390625","2.390625","2.390625"
"107611","2.40625","2.40625","2.40625"
"107636","2.46875","2.46875","2.46875"
"107644","2.171875","2.171875","2.171875"
"107653","2.015625","2.015625","2.015625"
"107658","2.34375","2.34375","2.34375"
"107666","2.5","2.5","2.5"
"107684","2.078125","2.078125","2.078125"
"107691","2.4375","2.4375","2.4375"
"107725","2.375","2.375","2.375"
"107738","2.390625","2.390625","2.390625"
"107739","2.453125","2.453125","2.453125"
"107747","2.28125","2.28125","2.28125"
"107748","2.5625","2.5625","2.5625"
"107790","2.75","2.75","2.75"
"107795","2.515625","2.515625","2.515625"
"107803","2.40625","2.40625","2.40625"
"107908","2.5","2.5","2.5"
"107911","2.015625","2.015625","2.015625"
"107916","2.265625","2.265625","2.265625"
"107979","2.265625","2.265625","2.265625"
"108017","2.078125","2.078125","2.078125"
"108019","2","2","2"
"108028","2.375","2.375","2.375"
"108050","2.15625","2.15625","2.15625"
"108100","2.078125","2.078125","2.078125"
"108105","1.9609375","1.9609375","1.9609375"
"108151","2.546875","2.546875","2.546875"
"108155","2.25","2.25","2.25"
"108168","2.46875","2.46875","2.46875"
"108196","2.171875","2.171875","2.171875"
"108202","2.234375","2.234375","2.234375"
"108241","2.34375","2.34375","2.34375"
"108256","2.59375","2.59375","2.59375"
"108270","2.046875","2.046875","2.046875"
"108275","2.421875","2.421875","2.421875"
"108289","1.8515625","1.8515625","1.8515625"
"108298","2.453125","2.453125","2.453125"
"108326","2.28125","2.28125","2.28125"
"108351","2.046875","2.046875","2.046875"
"108364","2.484375","2.484375","2.484375"
"108385","2.609375","2.609375","2.609375"
"108413","2.421875","2.421875","2.421875"
"108465","2.328125","2.328125","2.328125"
"108508","2.125","2.125","2.125"
"108515","2.03125","2.03125","2.03125"
"108549","2.546875","2.546875","2.546875"
"108560","2.09375","2.09375","2.09375"
"108709","2.140625","2.140625","2.140625"
"108718","2.375","2.375","2.375"
"108736","2.234375","2.234375","2.234375"
"108792","2.328125","2.328125","2.328125"
"108798","2.171875","2.171875","2.171875"
"108863","2.328125","2.328125","2.328125"
"108880","2.078125","2.078125","2.078125"
"108887","2.265625","2.265625","2.265625"
"108948","2.296875","2.296875","2.296875"
"108949","2.484375","2.484375","2.484375"
"109005","2.265625","2.265625","2.265625"
"109024","2.21875","2.21875","2.21875"
"109107","2.328125","2.328125","2.328125"
"109135","2.375","2.375","2.375"
"109179","2.34375","2.34375","2.34375"
"109233","2.109375","2.109375","2.109375"
"109256","2.328125","2.328125","2.328125"
"109259","2.296875","2.296875","2.296875"
"109260","2.15625","2.15625","2.15625"
"109309","2.21875","2.21875","2.21875"
"109316","2.75","2.75","2.75"
"109320","2.265625","2.265625","2.265625"
"109408","2.28125","2.28125","2.28125"
"109473","2.25","2.25","2.25"
"109476","2.5625","2.5625","2.5625"
"109477","2.078125","2.078125","2.078125"
"109513","2.25","2.25","2.25"
"109533","2.140625","2.140625","2.140625"
"109576","2.46875","2.46875","2.46875"
"109604","2.375","2.375","2.375"
"109606","2.34375","2.34375","2.34375"
"109616","2.328125","2.328125","2.328125"
"109635","2.046875","2.046875","2.046875"
"109650","2.15625","2.15625","2.15625"
"109737","2.171875","2.171875","2.171875"
"109742","2.265625","2.265625","2.265625"
"109840","2.203125","2.203125","2.203125"
"109849","2.453125","2.453125","2.453125"
"109884","2.515625","2.515625","2.515625"
"109889","2.203125","2.203125","2.203125"
"109932","2.640625","2.640625","2.640625"
"109949","2.4375","2.4375","2.4375"
"109957","2.390625","2.390625","2.390625"
"109980","2.328125","2.328125","2.328125"
"110029","2.40625","2.40625","2.40625"
"110131","2.140625","2.140625","2.140625"
"110155","2.203125","2.203125","2.203125"
"110158","2.046875","2.046875","2.046875"
"110163","2.171875","2.171875","2.171875"
"110195","2.375","2.375","2.375"
"110218","2.484375","2.484375","2.484375"
"110227","2.15625","2.15625","2.15625"
"110264","2.125","2.125","2.125"
"110280","2.359375","2.359375","2.359375"
"110290","2.421875","2.421875","2.421875"
"110311","2.4375","2.4375","2.4375"
"110338","2.390625","2.390625","2.390625"
"110347","2.53125","2.53125","2.53125"
"110367","2.1875","2.1875","2.1875"
"110374","2.5625","2.5625","2.5625"
"110377","2.375","2.375","2.375"
"110385","2.109375","2.109375","2.109375"
"110390","1.96875","1.96875","1.96875"
"110445","2.265625","2.265625","2.265625"
"110454","2.25","2.25","2.25"
"110458","2.15625","2.15625","2.15625"
"110469","2.34375","2.34375","2.34375"
"110487","2.234375","2.234375","2.234375"
"110492","2","2","2"
"110506","1.9453125","1.9453125","1.9453125"
"110507","2.171875","2.171875","2.171875"
"110537","2.125","2.125","2.125"
"110581","2.171875","2.171875","2.171875"
"110598","2.125","2.125","2.125"
"110613","2.703125","2.703125","2.703125"
"110630","2.265625","2.265625","2.265625"
"110633","2.171875","2.171875","2.171875"
"110642","2.359375","2.359375","2.359375"
"110652","2.484375","2.484375","2.484375"
"110664","2.640625","2.640625","2.640625"
"110675","2.09375","2.09375","2.09375"
"110679","2.296875","2.296875","2.296875"
"110685","2.5625","2.5625","2.5625"
"110688","2.6875","2.6875","2.6875"
"110689","2.46875","2.46875","2.46875"
"110692","2.203125","2.203125","2.203125"
"110814","1.9765625","1.9765625","1.9765625"
"110850","2.203125","2.203125","2.203125"
"110885","1.9453125","1.9453125","1.9453125"
"110892","2.515625","2.515625","2.515625"
"110979","2.5","2.5","2.5"
"110993","2.234375","2.234375","2.234375"
"111013","2.03125","2.03125","2.03125"
"111021","2.046875","2.046875","2.046875"
"111031","2.328125","2.328125","2.328125"
"111087","2.453125","2.453125","2.453125"
"111141","2.0625","2.0625","2.0625"
"111149","2.390625","2.390625","2.390625"
"111162","2.140625","2.140625","2.140625"
"111163","2.203125","2.203125","2.203125"
"111181","2.109375","2.109375","2.109375"
"111194","2.53125","2.53125","2.53125"
"111197","2.359375","2.359375","2.359375"
"111201","1.9296875","1.9296875","1.9296875"
"111246","2.1875","2.1875","2.1875"
"111257","2.21875","2.21875","2.21875"
"111281","2.203125","2.203125","2.203125"
"111326","2.421875","2.421875","2.421875"
"111330","2.796875","2.796875","2.796875"
"111334","2.46875","2.46875","2.46875"
"111394","2.421875","2.421875","2.421875"
"111410","2.203125","2.203125","2.203125"
"111426","2.5","2.5","2.5"
"111462","2.109375","2.109375","2.109375"
"111526","2.3125","2.3125","2.3125"
"111538","2.453125","2.453125","2.453125"
"111540","2.578125","2.578125","2.578125"
"111570","2.203125","2.203125","2.203125"
"111660","2.109375","2.109375","2.109375"
"111665","2.78125","2.78125","2.78125"
"111667","2.75","2.75","2.75"
"111673","2.359375","2.359375","2.359375"
"111677","2.359375","2.359375","2.359375"
"111711","2.46875","2.46875","2.46875"
"111731","2.1875","2.1875","2.1875"
"111733","1.9765625","1.9765625","1.9765625"
"111787","3.03125","3.03125","3.03125"
"111834","2.328125","2.328125","2.328125"
"111874","2.328125","2.328125","2.328125"
"111882","2.421875","2.421875","2.421875"
"112019","2.171875","2.171875","2.171875"
"112059","2.40625","2.40625","2.40625"
"112087","2.265625","2.265625","2.265625"
"112102","2.125","2.125","2.125"
"112137","2.15625","2.15625","2.15625"
"112138","2.21875","2.21875","2.21875"
"112149","2.4375","2.4375","2.4375"
"112165","2.28125","2.28125","2.28125"
"112167","2.453125","2.453125","2.453125"
"112196","2","2","2"
"112276","2.078125","2.078125","2.078125"
"112305","2.53125","2.53125","2.53125"
"112357","2.3125","2.3125","2.3125"
"112374","2.171875","2.171875","2.171875"
"112386","2.375","2.375","2.375"
"112406","2.5625","2.5625","2.5625"
"112445","2.578125","2.578125","2.578125"
"112467","2.015625","2.015625","2.015625"
"112471","2.640625","2.640625","2.640625"
"112532","2.140625","2.140625","2.140625"
"112539","2.296875","2.296875","2.296875"
"112544","2.125","2.125","2.125"
"112545","2.1875","2.1875","2.1875"
"112546","1.984375","1.984375","1.984375"
"112566","2.1875","2.1875","2.1875"
"112576","2.40625","2.40625","2.40625"
"112589","2.203125","2.203125","2.203125"
"112603","2.03125","2.03125","2.03125"
"112646","2.328125","2.328125","2.328125"
"112667","2.125","2.125","2.125"
"112697","2.171875","2.171875","2.171875"
"112701","2.21875","2.21875","2.21875"
"112744","2.5625","2.5625","2.5625"
"112768","2.03125","2.03125","2.03125"
"112797","2.328125","2.328125","2.328125"
"112814","2.421875","2.421875","2.421875"
"112856","2.46875","2.46875","2.46875"
"112886","2.484375","2.484375","2.484375"
"112891","2.09375","2.09375","2.09375"
"112913","1.9453125","1.9453125","1.9453125"
"112919","2.484375","2.484375","2.484375"
"112920","2.390625","2.390625","2.390625"
"112983","2.421875","2.421875","2.421875"
"113034","2.453125","2.453125","2.453125"
"113073","2.265625","2.265625","2.265625"
"113139","2.078125","2.078125","2.078125"
"113249","2.390625","2.390625","2.390625"
"113256","1.984375","1.984375","1.984375"
"113276","2.1875","2.1875","2.1875"
"113284","2.171875","2.171875","2.171875"
"113290","2.109375","2.109375","2.109375"
"113305","2.28125","2.28125","2.28125"
"113329","2.71875","2.71875","2.71875"
"113416","2.203125","2.203125","2.203125"
"113422","2","2","2"
"113430","2.203125","2.203125","2.203125"
"113518","2.234375","2.234375","2.234375"
"113569","2.125","2.125","2.125"
"113571","2.265625","2.265625","2.265625"
"113583","2.03125","2.03125","2.03125"
"113593","2.203125","2.203125","2.203125"
"113631","2.453125","2.453125","2.453125"
"113640","2.03125","2.03125","2.03125"
"113648","1.8359375","1.8359375","1.8359375"
"113656","2.484375","2.484375","2.484375"
"113699","2.109375","2.109375","2.109375"
"113701","2.1875","2.1875","2.1875"
"113708","2.203125","2.203125","2.203125"
"113709","2.265625","2.265625","2.265625"
"113710","2.375","2.375","2.375"
"113731","2.4375","2.4375","2.4375"
"113773","2.125","2.125","2.125"
"113784","2.5","2.5","2.5"
"113822","2.25","2.25","2.25"
"113832","2.421875","2.421875","2.421875"
"113837","2.5","2.5","2.5"
"113846","2.078125","2.078125","2.078125"
"113893","2.421875","2.421875","2.421875"
"113927","2.375","2.375","2.375"
"113933","2.484375","2.484375","2.484375"
"113934","2.328125","2.328125","2.328125"
"113943","2.125","2.125","2.125"
"113985","2","2","2"
"114000","2.1875","2.1875","2.1875"
"114031","2.265625","2.265625","2.265625"
"114059","2.203125","2.203125","2.203125"
"114080","2.140625","2.140625","2.140625"
"114123","2.09375","2.09375","2.09375"
"114143","2.40625","2.40625","2.40625"
"114160","2.609375","2.609375","2.609375"
"114251","2.375","2.375","2.375"
"114268","2.109375","2.109375","2.109375"
"114273","2.421875","2.421875","2.421875"
"114287","2.3125","2.3125","2.3125"
"114310","2.171875","2.171875","2.171875"
"114373","2.28125","2.28125","2.28125"
"114385","2.296875","2.296875","2.296875"
"114389","2.59375","2.59375","2.59375"
"114410","2.078125","2.078125","2.078125"
"114475","2.75","2.75","2.75"
"114494","2.46875","2.46875","2.46875"
"114530","2.140625","2.140625","2.140625"
"114531","2.453125","2.453125","2.453125"
"114537","2.515625","2.515625","2.515625"
"114576","2.125","2.125","2.125"
"114595","2.3125","2.3125","2.3125"
"114596","2.203125","2.203125","2.203125"
"114601","2.25","2.25","2.25"
"114612","2.203125","2.203125","2.203125"
"114619","2.359375","2.359375","2.359375"
"114660","2.546875","2.546875","2.546875"
"114666","2.34375","2.34375","2.34375"
"114691","2.171875","2.171875","2.171875"
"114712","2.28125","2.28125","2.28125"
"114740","2.140625","2.140625","2.140625"
"114802","2.328125","2.328125","2.328125"
"114804","2.25","2.25","2.25"
"114817","2.65625","2.65625","2.65625"
"114826","2.375","2.375","2.375"
"114855","2.375","2.375","2.375"
"114860","2.109375","2.109375","2.109375"
"114869","2.421875","2.421875","2.421875"
"114877","2.25","2.25","2.25"
"114924","2.1875","2.1875","2.1875"
"114962","2.21875","2.21875","2.21875"
"114984","2.1875","2.1875","2.1875"
"115028","2.3125","2.3125","2.3125"
"115049","2.0625","2.0625","2.0625"
"115055","1.8984375","1.8984375","1.8984375"
"115065","2.421875","2.421875","2.421875"
"115096","2.390625","2.390625","2.390625"
"115100","2.46875","2.46875","2.46875"
"115134","2.484375","2.484375","2.484375"
"115138","2.1875","2.1875","2.1875"
"115165","2.421875","2.421875","2.421875"
"115169","2.46875","2.46875","2.46875"
"115180","2.109375","2.109375","2.109375"
"115294","2.328125","2.328125","2.328125"
"115302","2","2","2"
"115307","1.953125","1.953125","1.953125"
"115315","1.9296875","1.9296875","1.9296875"
"115320","2.390625","2.390625","2.390625"
"115329","2.15625","2.15625","2.15625"
"115349","2.1875","2.1875","2.1875"
"115444","2.359375","2.359375","2.359375"
"115477","2.390625","2.390625","2.390625"
"115513","2.40625","2.40625","2.40625"
"115519","2.25","2.25","2.25"
"115527","2.40625","2.40625","2.40625"
"115542","2","2","2"
"115573","2.375","2.375","2.375"
"115580","2.375","2.375","2.375"
"115583","2.21875","2.21875","2.21875"
"115597","2.234375","2.234375","2.234375"
"115645","2.15625","2.15625","2.15625"
"115652","2.328125","2.328125","2.328125"
"115669","2.265625","2.265625","2.265625"
"115672","2.5625","2.5625","2.5625"
"115718","2.703125","2.703125","2.703125"
"115721","2.359375","2.359375","2.359375"
"115728","1.9921875","1.9921875","1.9921875"
"115753","2.03125","2.03125","2.03125"
"115809","2.453125","2.453125","2.453125"
"115837","2.375","2.375","2.375"
"115872","2.0625","2.0625","2.0625"
"115884","2.265625","2.265625","2.265625"
"115891","2.515625","2.515625","2.515625"
"115911","2.0625","2.0625","2.0625"
"115917","2.09375","2.09375","2.09375"
"115932","2.5","2.5","2.5"
"115963","2.265625","2.265625","2.265625"
"115984","2.03125","2.03125","2.03125"
"116004","2.046875","2.046875","2.046875"
"116048","2.484375","2.484375","2.484375"
"116068","2.25","2.25","2.25"
"116083","2.015625","2.015625","2.015625"
"116106","2.375","2.375","2.375"
"116123","2.46875","2.46875","2.46875"
"116141","2.03125","2.03125","2.03125"
"116152","2.171875","2.171875","2.171875"
"116204","2.3125","2.3125","2.3125"
"116243","2.46875","2.46875","2.46875"
"116244","2.078125","2.078125","2.078125"
"116248","2.59375","2.59375","2.59375"
"116266","2.25","2.25","2.25"
"116294","2.171875","2.171875","2.171875"
"116298","2.3125","2.3125","2.3125"
"116316","2.1875","2.1875","2.1875"
"116350","2.390625","2.390625","2.390625"
"116359","2.25","2.25","2.25"
"116412","2.8125","2.8125","2.8125"
"116424","2.21875","2.21875","2.21875"
"116488","2.59375","2.59375","2.59375"
"116519","2.109375","2.109375","2.109375"
"116534","2.390625","2.390625","2.390625"
"116559","1.9921875","1.9921875","1.9921875"
"116616","2.109375","2.109375","2.109375"
"116675","1.8203125","1.8203125","1.8203125"
"116685","1.9609375","1.9609375","1.9609375"
"116695","2.171875","2.171875","2.171875"
"116707","2.28125","2.28125","2.28125"
"116723","2.390625","2.390625","2.390625"
"116757","2.578125","2.578125","2.578125"
"116813","2.140625","2.140625","2.140625"
"116814","2.015625","2.015625","2.015625"
"116815","1.96875","1.96875","1.96875"
"116821","2.296875","2.296875","2.296875"
"116868","2.3125","2.3125","2.3125"
"116874","2.140625","2.140625","2.140625"
"116899","2","2","2"
"116954","2.40625","2.40625","2.40625"
"116965","2.046875","2.046875","2.046875"
"116981","2.328125","2.328125","2.328125"
"116990","2.390625","2.390625","2.390625"
"117002","2.265625","2.265625","2.265625"
"117027","2.453125","2.453125","2.453125"
"117085","2.28125","2.28125","2.28125"
"117104","2.359375","2.359375","2.359375"
"117190","2.625","2.625","2.625"
"117257","2.203125","2.203125","2.203125"
"117292","2.125","2.125","2.125"
"117320","2.453125","2.453125","2.453125"
"117323","2.453125","2.453125","2.453125"
"117363","1.953125","1.953125","1.953125"
"117371","2.34375","2.34375","2.34375"
"117372","2.125","2.125","2.125"
"117374","2.765625","2.765625","2.765625"
"117426","2.0625","2.0625","2.0625"
"117462","2.375","2.375","2.375"
"117492","1.90625","1.90625","1.90625"
"117541","2.3125","2.3125","2.3125"
"117553","2.34375","2.34375","2.34375"
"117573","2.453125","2.453125","2.453125"
"117618","2.28125","2.28125","2.28125"
"117643","2.171875","2.171875","2.171875"
"117659","2.21875","2.21875","2.21875"
"117671","2.296875","2.296875","2.296875"
"117681","2.203125","2.203125","2.203125"
"117703","2.28125","2.28125","2.28125"
"117705","2.1875","2.1875","2.1875"
"117720","2.046875","2.046875","2.046875"
"117746","2.09375","2.09375","2.09375"
"117778","2.3125","2.3125","2.3125"
"117783","2.25","2.25","2.25"
"117805","2","2","2"
"117902","2.4375","2.4375","2.4375"
"117905","2.4375","2.4375","2.4375"
"117915","2.1875","2.1875","2.1875"
"117974","2.4375","2.4375","2.4375"
"118031","2.421875","2.421875","2.421875"
"118082","1.8828125","1.8828125","1.8828125"
"118092","1.984375","1.984375","1.984375"
"118120","2.140625","2.140625","2.140625"
"118131","2.328125","2.328125","2.328125"
"118159","2.15625","2.15625","2.15625"
"118192","2.421875","2.421875","2.421875"
"118212","2.0625","2.0625","2.0625"
"118267","2.140625","2.140625","2.140625"
"118275","2.0625","2.0625","2.0625"
"118308","2.046875","2.046875","2.046875"
"118325","2.171875","2.171875","2.171875"
"118380","2.015625","2.015625","2.015625"
"118395","2.21875","2.21875","2.21875"
"118435","2.015625","2.015625","2.015625"
"118450","2.453125","2.453125","2.453125"
"118465","2.171875","2.171875","2.171875"
"118482","2.1875","2.1875","2.1875"
"118511","2.40625","2.40625","2.40625"
"118526","2.25","2.25","2.25"
"118547","2.34375","2.34375","2.34375"
"118580","2.15625","2.15625","2.15625"
"118582","2.265625","2.265625","2.265625"
"118588","2.203125","2.203125","2.203125"
"118637","2.359375","2.359375","2.359375"
"118642","2.109375","2.109375","2.109375"
"118659","2.109375","2.109375","2.109375"
"118661","2.078125","2.078125","2.078125"
"118694","2.140625","2.140625","2.140625"
"118712","2.28125","2.28125","2.28125"
"118737","2.734375","2.734375","2.734375"
"118833","1.9140625","1.9140625","1.9140625"
"118841","2.234375","2.234375","2.234375"
"118848","2.453125","2.453125","2.453125"
"118853","2.09375","2.09375","2.09375"
"118877","2.078125","2.078125","2.078125"
"118907","2.046875","2.046875","2.046875"
"118988","2.4375","2.4375","2.4375"
"118992","2.25","2.25","2.25"
"119018","2.3125","2.3125","2.3125"
"119027","2.109375","2.109375","2.109375"
"119036","2.25","2.25","2.25"
"119040","2.265625","2.265625","2.265625"
"119045","1.9453125","1.9453125","1.9453125"
"119073","1.984375","1.984375","1.984375"
"119075","2.265625","2.265625","2.265625"
"119103","2.53125","2.53125","2.53125"
"119147","2.21875","2.21875","2.21875"
"119155","2.46875","2.46875","2.46875"
"119224","2.046875","2.046875","2.046875"
"119237","2.28125","2.28125","2.28125"
"119249","1.9921875","1.9921875","1.9921875"
"119252","2.390625","2.390625","2.390625"
"119277","2.34375","2.34375","2.34375"
"119282","2.203125","2.203125","2.203125"
"119292","2.25","2.25","2.25"
"119316","2.09375","2.09375","2.09375"
"119336","2.203125","2.203125","2.203125"
"119347","2.46875","2.46875","2.46875"
"119368","2.296875","2.296875","2.296875"
"119374","2.25","2.25","2.25"
"119412","2.1875","2.1875","2.1875"
"119425","1.796875","1.796875","1.796875"
"119448","2.1875","2.1875","2.1875"
"119468","2.21875","2.21875","2.21875"
"119629","2","2","2"
"119632","2.03125","2.03125","2.03125"
"119638","2.1875","2.1875","2.1875"
"119642","2.265625","2.265625","2.265625"
"119645","2.1875","2.1875","2.1875"
"119655","2.390625","2.390625","2.390625"
"119696","2.5","2.5","2.5"
"119704","2.546875","2.546875","2.546875"
"119711","2.296875","2.296875","2.296875"
"119718","2.09375","2.09375","2.09375"
"119732","2.234375","2.234375","2.234375"
"119753","2.21875","2.21875","2.21875"
"119788","2.3125","2.3125","2.3125"
"119795","2.421875","2.421875","2.421875"
"119821","2.34375","2.34375","2.34375"
"119823","2.21875","2.21875","2.21875"
"119828","2.40625","2.40625","2.40625"
"119831","2.421875","2.421875","2.421875"
"119832","2.34375","2.34375","2.34375"
"119837","2.3125","2.3125","2.3125"
"119892","2.28125","2.28125","2.28125"
"119894","2.296875","2.296875","2.296875"
"119923","2.421875","2.421875","2.421875"
"119971","2.296875","2.296875","2.296875"
"119975","2.09375","2.09375","2.09375"
"120027","2.453125","2.453125","2.453125"
"120038","1.953125","1.953125","1.953125"
"120052","2.0625","2.0625","2.0625"
"120068","2.15625","2.15625","2.15625"
"120115","2.15625","2.15625","2.15625"
"120118","2.28125","2.28125","2.28125"
"120134","1.890625","1.890625","1.890625"
"120166","2.125","2.125","2.125"
"120207","2.3125","2.3125","2.3125"
"120304","2.625","2.625","2.625"
"120311","2.25","2.25","2.25"
"120313","1.9609375","1.9609375","1.9609375"
"120320","2.203125","2.203125","2.203125"
"120334","2.46875","2.46875","2.46875"
"120343","2.078125","2.078125","2.078125"
"120447","1.9765625","1.9765625","1.9765625"
"120467","2.203125","2.203125","2.203125"
"120483","2.28125","2.28125","2.28125"
"120490","2.40625","2.40625","2.40625"
"120531","2.21875","2.21875","2.21875"
"120535","1.9921875","1.9921875","1.9921875"
"120558","2.53125","2.53125","2.53125"
"120601","2.4375","2.4375","2.4375"
"120632","2.15625","2.15625","2.15625"
"120683","2.375","2.375","2.375"
"120745","2.390625","2.390625","2.390625"
"120797","2.421875","2.421875","2.421875"
"120818","2.078125","2.078125","2.078125"
"120821","2.078125","2.078125","2.078125"
"120847","2.328125","2.328125","2.328125"
"120862","2.484375","2.484375","2.484375"
"120880","2.375","2.375","2.375"
"120969","2.421875","2.421875","2.421875"
"120981","2.21875","2.21875","2.21875"
"120985","2.1875","2.1875","2.1875"
"120995","2.046875","2.046875","2.046875"
"121006","2.3125","2.3125","2.3125"
"121055","2.15625","2.15625","2.15625"
"121058","1.9609375","1.9609375","1.9609375"
"121065","2.171875","2.171875","2.171875"
"121070","2.40625","2.40625","2.40625"
"121087","2.28125","2.28125","2.28125"
"121094","2.25","2.25","2.25"
"121146","2.328125","2.328125","2.328125"
"121162","1.875","1.875","1.875"
"121174","2.421875","2.421875","2.421875"
"121178","2.1875","2.1875","2.1875"
"121188","2.15625","2.15625","2.15625"
"121194","2.296875","2.296875","2.296875"
"121204","1.9140625","1.9140625","1.9140625"
"121210","2.1875","2.1875","2.1875"
"121218","2.1875","2.1875","2.1875"
"121249","2.109375","2.109375","2.109375"
"121262","2.28125","2.28125","2.28125"
"121263","2.203125","2.203125","2.203125"
"121266","2.171875","2.171875","2.171875"
"121269","1.984375","1.984375","1.984375"
"121282","2.1875","2.1875","2.1875"
"121294","2.453125","2.453125","2.453125"
"121306","2.625","2.625","2.625"
"121315","2.296875","2.296875","2.296875"
"121367","2.140625","2.140625","2.140625"
"121385","2.265625","2.265625","2.265625"
"121397","2.078125","2.078125","2.078125"
"121420","2.34375","2.34375","2.34375"
"121449","2.453125","2.453125","2.453125"
"121451","2.578125","2.578125","2.578125"
"121542","2.53125","2.53125","2.53125"
"121580","2.28125","2.28125","2.28125"
"121583","2.28125","2.28125","2.28125"
"121597","2.171875","2.171875","2.171875"
"121598","2.25","2.25","2.25"
"121620","1.96875","1.96875","1.96875"
"121623","2.25","2.25","2.25"
"121632","1.8515625","1.8515625","1.8515625"
"121644","2.46875","2.46875","2.46875"
"121647","2.65625","2.65625","2.65625"
"121651","2.0625","2.0625","2.0625"
"121670","2.203125","2.203125","2.203125"
"121789","2.4375","2.4375","2.4375"
"121802","2.140625","2.140625","2.140625"
"121842","2.203125","2.203125","2.203125"
"121867","2.46875","2.46875","2.46875"
"121876","2.4375","2.4375","2.4375"
"121968","2.328125","2.328125","2.328125"
"121984","2.1875","2.1875","2.1875"
"121991","2.53125","2.53125","2.53125"
"122010","2.109375","2.109375","2.109375"
"122045","2.09375","2.09375","2.09375"
"122054","2.5625","2.5625","2.5625"
"122059","2.53125","2.53125","2.53125"
"122109","2.171875","2.171875","2.171875"
"122125","2.3125","2.3125","2.3125"
"122162","2.265625","2.265625","2.265625"
"122165","2.265625","2.265625","2.265625"
"122175","2.140625","2.140625","2.140625"
"122181","2.4375","2.4375","2.4375"
"122218","2.28125","2.28125","2.28125"
"122224","2.328125","2.328125","2.328125"
"122279","2.40625","2.40625","2.40625"
"122327","2","2","2"
"122342","2.28125","2.28125","2.28125"
"122350","2.1875","2.1875","2.1875"
"122352","2.015625","2.015625","2.015625"
"122357","1.8671875","1.8671875","1.8671875"
"122400","2.34375","2.34375","2.34375"
"122404","2.21875","2.21875","2.21875"
"122524","2.28125","2.28125","2.28125"
"122537","2.453125","2.453125","2.453125"
"122584","2.078125","2.078125","2.078125"
"122593","2.5","2.5","2.5"
"122624","2.25","2.25","2.25"
"122630","2.109375","2.109375","2.109375"
"122642","2.75","2.75","2.75"
"122649","2.21875","2.21875","2.21875"
"122659","2.40625","2.40625","2.40625"
"122678","2.1875","2.1875","2.1875"
"122752","2.328125","2.328125","2.328125"
"122754","2.375","2.375","2.375"
"122778","2.234375","2.234375","2.234375"
"122806","2.21875","2.21875","2.21875"
"122816","2.140625","2.140625","2.140625"
"122840","2.03125","2.03125","2.03125"
"122842","2.109375","2.109375","2.109375"
"122887","2.390625","2.390625","2.390625"
"122940","2.234375","2.234375","2.234375"
"123031","2.203125","2.203125","2.203125"
"123035","2.15625","2.15625","2.15625"
"123039","2.34375","2.34375","2.34375"
"123057","2.5625","2.5625","2.5625"
"123067","2.34375","2.34375","2.34375"
"123076","2.171875","2.171875","2.171875"
"123097","1.8359375","1.8359375","1.8359375"
"123116","2.109375","2.109375","2.109375"
"123124","2.3125","2.3125","2.3125"
"123180","2.484375","2.484375","2.484375"
"123210","2.484375","2.484375","2.484375"
"123234","2.3125","2.3125","2.3125"
"123306","2.515625","2.515625","2.515625"
"123316","2.5","2.5","2.5"
"123320","1.9453125","1.9453125","1.9453125"
"123342","2.203125","2.203125","2.203125"
"123354","2.375","2.375","2.375"
"123379","2.21875","2.21875","2.21875"
"123388","2.234375","2.234375","2.234375"
"123394","2.03125","2.03125","2.03125"
"123435","1.8828125","1.8828125","1.8828125"
"123445","1.9921875","1.9921875","1.9921875"
"123457","1.9296875","1.9296875","1.9296875"
"123463","2.03125","2.03125","2.03125"
"123480","2.0625","2.0625","2.0625"
"123525","2.296875","2.296875","2.296875"
"123621","1.921875","1.921875","1.921875"
"123645","2.03125","2.03125","2.03125"
"123693","2.328125","2.328125","2.328125"
