"Step","dulcet-rain-4 - train/sigreg","dulcet-rain-4 - train/sigreg__MIN","dulcet-rain-4 - train/sigreg__MAX"
"69539","2.828125","2.828125","2.828125"
"69570","2.578125","2.578125","2.578125"
"69576","2.484375","2.484375","2.484375"
"69614","2.59375","2.59375","2.59375"
"69636","2.515625","2.515625","2.515625"
"69640","2.671875","2.671875","2.671875"
"69656","2.921875","2.921875","2.921875"
"69671","2.375","2.375","2.375"
"69678","2.765625","2.765625","2.765625"
"69687","2.65625","2.65625","2.65625"
"69701","2.5625","2.5625","2.5625"
"69738","2.5625","2.5625","2.5625"
"69762","2.421875","2.421875","2.421875"
"69778","2.703125","2.703125","2.703125"
"69867","2.28125","2.28125","2.28125"
"69869","2.640625","2.640625","2.640625"
"69907","2.703125","2.703125","2.703125"
"69914","2.875","2.875","2.875"
"69916","2.75","2.75","2.75"
"69956","2.90625","2.90625","2.90625"
"69989","2.625","2.625","2.625"
"70004","2.75","2.75","2.75"
"70045","2.78125","2.78125","2.78125"
"70086","2.390625","2.390625","2.390625"
"70101","2.71875","2.71875","2.71875"
"70139","2.453125","2.453125","2.453125"
"70147","2.515625","2.515625","2.515625"
"70164","3.09375","3.09375","3.09375"
"70183","2.671875","2.671875","2.671875"
"70208","2.90625","2.90625","2.90625"
"70213","2.84375","2.84375","2.84375"
"70216","3.078125","3.078125","3.078125"
"70231","2.453125","2.453125","2.453125"
"70243","2.765625","2.765625","2.765625"
"70248","2.90625","2.90625","2.90625"
"70268","2.359375","2.359375","2.359375"
"70274","2.453125","2.453125","2.453125"
"70300","2.671875","2.671875","2.671875"
"70351","2.625","2.625","2.625"
"70438","2.671875","2.671875","2.671875"
"70467","2.453125","2.453125","2.453125"
"70498","2.640625","2.640625","2.640625"
"70524","2.609375","2.609375","2.609375"
"70527","2.71875","2.71875","2.71875"
"70548","2.5625","2.5625","2.5625"
"70578","2.765625","2.765625","2.765625"
"70587","2.546875","2.546875","2.546875"
"70593","3.046875","3.046875","3.046875"
"70598","2.890625","2.890625","2.890625"
"70637","2.921875","2.921875","2.921875"
"70655","2.65625","2.65625","2.65625"
"70679","3.15625","3.15625","3.15625"
"70682","2.609375","2.609375","2.609375"
"70814","2.484375","2.484375","2.484375"
"70855","2.4375","2.4375","2.4375"
"70869","2.578125","2.578125","2.578125"
"70876","2.875","2.875","2.875"
"70884","2.75","2.75","2.75"
"70941","2.8125","2.8125","2.8125"
"70957","2.625","2.625","2.625"
"70959","2.75","2.75","2.75"
"70985","3.03125","3.03125","3.03125"
"70996","2.65625","2.65625","2.65625"
"71024","2.609375","2.609375","2.609375"
"71075","2.578125","2.578125","2.578125"
"71086","2.765625","2.765625","2.765625"
"71092","2.609375","2.609375","2.609375"
"71111","2.6875","2.6875","2.6875"
"71167","2.671875","2.671875","2.671875"
"71174","2.421875","2.421875","2.421875"
"71176","2.375","2.375","2.375"
"71230","2.78125","2.78125","2.78125"
"71238","2.515625","2.515625","2.515625"
"71244","2.546875","2.546875","2.546875"
"71250","2.515625","2.515625","2.515625"
"71261","3.078125","3.078125","3.078125"
"71305","2.796875","2.796875","2.796875"
"71307","2.84375","2.84375","2.84375"
"71364","2.953125","2.953125","2.953125"
"71385","2.46875","2.46875","2.46875"
"71416","2.65625","2.65625","2.65625"
"71423","3","3","3"
"71549","2.625","2.625","2.625"
"71555","2.734375","2.734375","2.734375"
"71583","2.71875","2.71875","2.71875"
"71598","2.75","2.75","2.75"
"71622","2.609375","2.609375","2.609375"
"71645","2.546875","2.546875","2.546875"
"71648","2.46875","2.46875","2.46875"
"71656","2.640625","2.640625","2.640625"
"71672","2.84375","2.84375","2.84375"
"71693","2.71875","2.71875","2.71875"
"71699","2.703125","2.703125","2.703125"
"71719","2.828125","2.828125","2.828125"
"71752","2.53125","2.53125","2.53125"
"71789","2.75","2.75","2.75"
"71791","3.265625","3.265625","3.265625"
"71798","2.515625","2.515625","2.515625"
"71851","2.625","2.625","2.625"
"71879","2.765625","2.765625","2.765625"
"71933","2.8125","2.8125","2.8125"
"71962","2.609375","2.609375","2.609375"
"72050","2.671875","2.671875","2.671875"
"72097","2.890625","2.890625","2.890625"
"72111","2.6875","2.6875","2.6875"
"72163","2.65625","2.65625","2.65625"
"72199","2.5625","2.5625","2.5625"
"72224","2.734375","2.734375","2.734375"
"72233","2.53125","2.53125","2.53125"
"72254","2.65625","2.65625","2.65625"
"72263","2.546875","2.546875","2.546875"
"72281","2.875","2.875","2.875"
"72302","2.359375","2.359375","2.359375"
"72305","2.75","2.75","2.75"
"72339","2.234375","2.234375","2.234375"
"72351","2.59375","2.59375","2.59375"
"72446","2.84375","2.84375","2.84375"
"72516","3.03125","3.03125","3.03125"
"72522","2.578125","2.578125","2.578125"
"72550","2.75","2.75","2.75"
"72554","2.71875","2.71875","2.71875"
"72570","2.5","2.5","2.5"
"72609","2.953125","2.953125","2.953125"
"72615","2.5","2.5","2.5"
"72653","2.5625","2.5625","2.5625"
"72655","2.78125","2.78125","2.78125"
"72704","2.8125","2.8125","2.8125"
"72717","2.375","2.375","2.375"
"72723","2.5625","2.5625","2.5625"
"72725","2.65625","2.65625","2.65625"
"72731","2.609375","2.609375","2.609375"
"72772","2.765625","2.765625","2.765625"
"72787","2.453125","2.453125","2.453125"
"72826","2.640625","2.640625","2.640625"
"72843","2.703125","2.703125","2.703125"
"72857","2.84375","2.84375","2.84375"
"72858","2.515625","2.515625","2.515625"
"72893","2.953125","2.953125","2.953125"
"72909","2.6875","2.6875","2.6875"
"73040","2.578125","2.578125","2.578125"
"73068","2.671875","2.671875","2.671875"
"73096","2.71875","2.71875","2.71875"
"73099","2.859375","2.859375","2.859375"
"73157","2.53125","2.53125","2.53125"
"73188","2.671875","2.671875","2.671875"
"73196","2.515625","2.515625","2.515625"
"73205","2.84375","2.84375","2.84375"
"73212","2.46875","2.46875","2.46875"
"73311","2.96875","2.96875","2.96875"
"73317","2.59375","2.59375","2.59375"
"73353","2.84375","2.84375","2.84375"
"73391","2.671875","2.671875","2.671875"
"73461","2.609375","2.609375","2.609375"
"73504","2.71875","2.71875","2.71875"
"73518","2.515625","2.515625","2.515625"
"73569","2.390625","2.390625","2.390625"
"73596","2.75","2.75","2.75"
"73608","2.953125","2.953125","2.953125"
"73627","2.625","2.625","2.625"
"73657","2.59375","2.59375","2.59375"
"73671","2.578125","2.578125","2.578125"
"73707","2.75","2.75","2.75"
"73713","2.65625","2.65625","2.65625"
"73740","2.890625","2.890625","2.890625"
"73786","2.65625","2.65625","2.65625"
"73868","3","3","3"
"73884","2.484375","2.484375","2.484375"
"73892","2.46875","2.46875","2.46875"
"73954","2.890625","2.890625","2.890625"
"73963","2.703125","2.703125","2.703125"
"73965","2.578125","2.578125","2.578125"
"73992","2.65625","2.65625","2.65625"
"74015","2.875","2.875","2.875"
"74025","2.65625","2.65625","2.65625"
"74040","2.84375","2.84375","2.84375"
"74056","2.78125","2.78125","2.78125"
"74093","2.3125","2.3125","2.3125"
"74124","2.75","2.75","2.75"
"74138","2.625","2.625","2.625"
"74203","2.96875","2.96875","2.96875"
"74207","2.671875","2.671875","2.671875"
"74238","2.5625","2.5625","2.5625"
"74280","2.5","2.5","2.5"
"74283","2.71875","2.71875","2.71875"
"74316","2.953125","2.953125","2.953125"
"74320","2.46875","2.46875","2.46875"
"74339","2.515625","2.515625","2.515625"
"74449","2.484375","2.484375","2.484375"
"74451","2.375","2.375","2.375"
"74476","2.78125","2.78125","2.78125"
"74478","2.703125","2.703125","2.703125"
"74481","2.734375","2.734375","2.734375"
"74490","2.6875","2.6875","2.6875"
"74492","2.609375","2.609375","2.609375"
"74494","2.671875","2.671875","2.671875"
"74547","2.828125","2.828125","2.828125"
"74548","2.828125","2.828125","2.828125"
"74616","2.640625","2.640625","2.640625"
"74635","2.8125","2.8125","2.8125"
"74637","2.46875","2.46875","2.46875"
"74661","2.671875","2.671875","2.671875"
"74678","2.578125","2.578125","2.578125"
"74760","2.359375","2.359375","2.359375"
"74763","2.65625","2.65625","2.65625"
"74796","2.34375","2.34375","2.34375"
"74812","2.703125","2.703125","2.703125"
"74816","3.015625","3.015625","3.015625"
"74839","2.734375","2.734375","2.734375"
"74848","2.671875","2.671875","2.671875"
"74853","2.703125","2.703125","2.703125"
"74873","2.546875","2.546875","2.546875"
"74921","2.71875","2.71875","2.71875"
"74974","2.25","2.25","2.25"
"74989","2.453125","2.453125","2.453125"
"74999","2.6875","2.6875","2.6875"
"75026","2.59375","2.59375","2.59375"
"75052","2.484375","2.484375","2.484375"
"75063","2.6875","2.6875","2.6875"
"75107","2.53125","2.53125","2.53125"
"75130","2.65625","2.65625","2.65625"
"75197","2.703125","2.703125","2.703125"
"75199","2.6875","2.6875","2.6875"
"75247","2.3125","2.3125","2.3125"
"75267","2.78125","2.78125","2.78125"
"75348","2.625","2.625","2.625"
"75363","2.5625","2.5625","2.5625"
"75372","2.875","2.875","2.875"
"75445","2.625","2.625","2.625"
"75453","2.8125","2.8125","2.8125"
"75464","2.640625","2.640625","2.640625"
"75482","2.609375","2.609375","2.609375"
"75497","3.1875","3.1875","3.1875"
"75509","2.375","2.375","2.375"
"75517","2.0625","2.0625","2.0625"
"75595","2.53125","2.53125","2.53125"
"75600","2.46875","2.46875","2.46875"
"75629","2.3125","2.3125","2.3125"
"75634","2.46875","2.46875","2.46875"
"75653","2.546875","2.546875","2.546875"
"75687","2.828125","2.828125","2.828125"
"75706","2.4375","2.4375","2.4375"
"75739","2.59375","2.59375","2.59375"
"75795","2.171875","2.171875","2.171875"
"75818","2.78125","2.78125","2.78125"
"75840","2.65625","2.65625","2.65625"
"75934","2.53125","2.53125","2.53125"
"75955","2.625","2.625","2.625"
"75957","2.484375","2.484375","2.484375"
"75991","2.71875","2.71875","2.71875"
"76018","2.328125","2.328125","2.328125"
"76021","2.703125","2.703125","2.703125"
"76031","2.734375","2.734375","2.734375"
"76048","2.9375","2.9375","2.9375"
"76082","2.34375","2.34375","2.34375"
"76106","2.34375","2.34375","2.34375"
"76115","2.9375","2.9375","2.9375"
"76116","2.65625","2.65625","2.65625"
"76146","2.9375","2.9375","2.9375"
"76188","3.0625","3.0625","3.0625"
"76212","2.328125","2.328125","2.328125"
"76236","2.4375","2.4375","2.4375"
"76287","2.953125","2.953125","2.953125"
"76295","2.5625","2.5625","2.5625"
"76337","2.609375","2.609375","2.609375"
"76342","2.65625","2.65625","2.65625"
"76361","2.796875","2.796875","2.796875"
"76374","2.328125","2.328125","2.328125"
"76401","2.640625","2.640625","2.640625"
"76427","2.859375","2.859375","2.859375"
"76446","2.234375","2.234375","2.234375"
"76455","2.890625","2.890625","2.890625"
"76470","2.71875","2.71875","2.71875"
"76518","2.796875","2.796875","2.796875"
"76543","2.609375","2.609375","2.609375"
"76573","2.796875","2.796875","2.796875"
"76594","2.453125","2.453125","2.453125"
"76667","2.546875","2.546875","2.546875"
"76692","2.765625","2.765625","2.765625"
"76698","2.625","2.625","2.625"
"76702","2.890625","2.890625","2.890625"
"76718","2.453125","2.453125","2.453125"
"76740","2.671875","2.671875","2.671875"
"76777","2.625","2.625","2.625"
"76782","2.515625","2.515625","2.515625"
"76855","2.921875","2.921875","2.921875"
"76874","2.0625","2.0625","2.0625"
"76893","2.40625","2.40625","2.40625"
"76916","2.4375","2.4375","2.4375"
"76977","2.578125","2.578125","2.578125"
"76978","2.390625","2.390625","2.390625"
"77026","2.453125","2.453125","2.453125"
"77057","2.796875","2.796875","2.796875"
"77074","2.5","2.5","2.5"
"77088","2.515625","2.515625","2.515625"
"77121","2.515625","2.515625","2.515625"
"77143","2.734375","2.734375","2.734375"
"77145","2.640625","2.640625","2.640625"
"77178","2.640625","2.640625","2.640625"
"77186","2.375","2.375","2.375"
"77239","2.9375","2.9375","2.9375"
"77339","2.65625","2.65625","2.65625"
"77359","2.65625","2.65625","2.65625"
"77382","2.65625","2.65625","2.65625"
"77387","2.53125","2.53125","2.53125"
"77434","2.609375","2.609375","2.609375"
"77435","2.59375","2.59375","2.59375"
"77494","2.59375","2.59375","2.59375"
"77505","2.796875","2.796875","2.796875"
"77561","2.828125","2.828125","2.828125"
"77623","2.828125","2.828125","2.828125"
"77629","2.609375","2.609375","2.609375"
"77631","2.671875","2.671875","2.671875"
"77662","2.234375","2.234375","2.234375"
"77663","2.328125","2.328125","2.328125"
"77704","2.546875","2.546875","2.546875"
"77725","2.703125","2.703125","2.703125"
"77742","2.546875","2.546875","2.546875"
"77748","2.609375","2.609375","2.609375"
"77751","2.859375","2.859375","2.859375"
"77765","2.46875","2.46875","2.46875"
"77796","2.765625","2.765625","2.765625"
"77812","2.40625","2.40625","2.40625"
"77814","2.640625","2.640625","2.640625"
"77820","2.453125","2.453125","2.453125"
"77834","2.6875","2.6875","2.6875"
"77837","2.671875","2.671875","2.671875"
"77840","2.453125","2.453125","2.453125"
"77877","2.625","2.625","2.625"
"77891","2.25","2.25","2.25"
"77934","2.3125","2.3125","2.3125"
"77962","2.78125","2.78125","2.78125"
"77995","2.921875","2.921875","2.921875"
"78020","2.40625","2.40625","2.40625"
"78043","2.734375","2.734375","2.734375"
"78095","2.625","2.625","2.625"
"78117","2.5625","2.5625","2.5625"
"78119","2.828125","2.828125","2.828125"
"78140","2.28125","2.28125","2.28125"
"78161","2.546875","2.546875","2.546875"
"78163","2.640625","2.640625","2.640625"
"78190","2.765625","2.765625","2.765625"
"78210","2.46875","2.46875","2.46875"
"78287","2.375","2.375","2.375"
"78300","2.453125","2.453125","2.453125"
"78304","2.34375","2.34375","2.34375"
"78312","2.78125","2.78125","2.78125"
"78338","2.625","2.625","2.625"
"78370","2.71875","2.71875","2.71875"
"78378","2.25","2.25","2.25"
"78410","2.890625","2.890625","2.890625"
"78434","2.328125","2.328125","2.328125"
"78536","2.515625","2.515625","2.515625"
"78577","2.46875","2.46875","2.46875"
"78584","2.515625","2.515625","2.515625"
"78601","2.515625","2.515625","2.515625"
"78604","2.796875","2.796875","2.796875"
"78614","2.265625","2.265625","2.265625"
"78633","2.75","2.75","2.75"
"78698","3","3","3"
"78719","2.765625","2.765625","2.765625"
"78721","2.625","2.625","2.625"
"78724","2.84375","2.84375","2.84375"
"78769","2.40625","2.40625","2.40625"
"78780","2.578125","2.578125","2.578125"
"78871","2.265625","2.265625","2.265625"
"78877","2.59375","2.59375","2.59375"
"78885","2.875","2.875","2.875"
"78913","2.515625","2.515625","2.515625"
"78948","2.46875","2.46875","2.46875"
"78956","2.296875","2.296875","2.296875"
"78997","2.296875","2.296875","2.296875"
"79032","2.703125","2.703125","2.703125"
"79076","2.6875","2.6875","2.6875"
"79098","2.703125","2.703125","2.703125"
"79104","2.28125","2.28125","2.28125"
"79109","2.46875","2.46875","2.46875"
"79148","2.453125","2.453125","2.453125"
"79153","2.5","2.5","2.5"
"79186","2.59375","2.59375","2.59375"
"79230","2.5625","2.5625","2.5625"
"79273","2.484375","2.484375","2.484375"
"79287","2.34375","2.34375","2.34375"
"79288","2.515625","2.515625","2.515625"
"79330","2.25","2.25","2.25"
"79339","2.609375","2.609375","2.609375"
"79343","2.796875","2.796875","2.796875"
"79349","2.46875","2.46875","2.46875"
"79353","2.53125","2.53125","2.53125"
"79379","2.734375","2.734375","2.734375"
"79385","2.5625","2.5625","2.5625"
"79393","2.515625","2.515625","2.515625"
"79464","2.0625","2.0625","2.0625"
"79536","2.53125","2.53125","2.53125"
"79559","3.1875","3.1875","3.1875"
"79571","2.5625","2.5625","2.5625"
"79573","2.734375","2.734375","2.734375"
"79604","2.5","2.5","2.5"
"79613","2.53125","2.53125","2.53125"
"79647","2.671875","2.671875","2.671875"
"79668","2.765625","2.765625","2.765625"
"79684","2.921875","2.921875","2.921875"
"79703","2.6875","2.6875","2.6875"
"79712","2.484375","2.484375","2.484375"
"79727","2.578125","2.578125","2.578125"
"79728","2.703125","2.703125","2.703125"
"79753","2.515625","2.515625","2.515625"
"79775","2.796875","2.796875","2.796875"
"79786","2.5625","2.5625","2.5625"
"79792","2.53125","2.53125","2.53125"
"79802","2.375","2.375","2.375"
"79827","2.296875","2.296875","2.296875"
"79828","2.171875","2.171875","2.171875"
"79837","2.484375","2.484375","2.484375"
"79842","2.296875","2.296875","2.296875"
"79889","2.625","2.625","2.625"
"79916","2.375","2.375","2.375"
"79918","2.109375","2.109375","2.109375"
"79942","2.6875","2.6875","2.6875"
"79952","2.6875","2.6875","2.6875"
"79956","2.234375","2.234375","2.234375"
"79963","2.546875","2.546875","2.546875"
"79972","2.34375","2.34375","2.34375"
"79979","2.703125","2.703125","2.703125"
"79992","2.328125","2.328125","2.328125"
"79996","2.546875","2.546875","2.546875"
"80050","2.984375","2.984375","2.984375"
"80053","2.875","2.875","2.875"
"80115","2.609375","2.609375","2.609375"
"80135","2.625","2.625","2.625"
"80145","2.421875","2.421875","2.421875"
"80191","2.65625","2.65625","2.65625"
"80202","2.578125","2.578125","2.578125"
"80207","2.53125","2.53125","2.53125"
"80225","2.640625","2.640625","2.640625"
"80249","2.53125","2.53125","2.53125"
"80297","2.703125","2.703125","2.703125"
"80306","2.46875","2.46875","2.46875"
"80336","2.5625","2.5625","2.5625"
"80388","2.5","2.5","2.5"
"80404","2.5625","2.5625","2.5625"
"80406","2.1875","2.1875","2.1875"
"80501","2.46875","2.46875","2.46875"
"80520","2.203125","2.203125","2.203125"
"80588","2.5625","2.5625","2.5625"
"80594","2.34375","2.34375","2.34375"
"80605","2.421875","2.421875","2.421875"
"80607","2.484375","2.484375","2.484375"
"80617","2.71875","2.71875","2.71875"
"80632","2.5625","2.5625","2.5625"
"80646","2.609375","2.609375","2.609375"
"80668","2.3125","2.3125","2.3125"
"80675","2.421875","2.421875","2.421875"
"80679","2.625","2.625","2.625"
"80716","2.578125","2.578125","2.578125"
"80750","2.53125","2.53125","2.53125"
"80753","2.578125","2.578125","2.578125"
"80759","2.578125","2.578125","2.578125"
"80773","2.796875","2.796875","2.796875"
"80788","2.515625","2.515625","2.515625"
"80827","2.359375","2.359375","2.359375"
"80862","2.328125","2.328125","2.328125"
"80865","2.203125","2.203125","2.203125"
"80868","2.28125","2.28125","2.28125"
"80875","2.71875","2.71875","2.71875"
"80892","2.59375","2.59375","2.59375"
"80937","2.75","2.75","2.75"
"80947","2.546875","2.546875","2.546875"
"81085","2.40625","2.40625","2.40625"
"81090","2.390625","2.390625","2.390625"
"81160","2.5625","2.5625","2.5625"
"81201","2.546875","2.546875","2.546875"
"81218","2.40625","2.40625","2.40625"
"81309","2.421875","2.421875","2.421875"
"81320","2.265625","2.265625","2.265625"
"81351","2.53125","2.53125","2.53125"
"81408","2.3125","2.3125","2.3125"
"81414","2.671875","2.671875","2.671875"
"81424","2.703125","2.703125","2.703125"
"81459","2.28125","2.28125","2.28125"
"81460","2.734375","2.734375","2.734375"
"81545","2.390625","2.390625","2.390625"
"81555","2.359375","2.359375","2.359375"
"81566","2.390625","2.390625","2.390625"
"81573","2.34375","2.34375","2.34375"
"81677","2.46875","2.46875","2.46875"
"81718","2.84375","2.84375","2.84375"
"81728","2.484375","2.484375","2.484375"
"81757","2.546875","2.546875","2.546875"
"81767","2.609375","2.609375","2.609375"
"81810","2.5","2.5","2.5"
"81829","2.734375","2.734375","2.734375"
"81831","2.625","2.625","2.625"
"81840","2.53125","2.53125","2.53125"
"81875","2.46875","2.46875","2.46875"
"81905","2.421875","2.421875","2.421875"
"81908","2.40625","2.40625","2.40625"
"81998","2.484375","2.484375","2.484375"
"82039","2.484375","2.484375","2.484375"
"82054","2.125","2.125","2.125"
"82071","2.84375","2.84375","2.84375"
"82086","2.4375","2.4375","2.4375"
"82096","2.46875","2.46875","2.46875"
"82102","2.765625","2.765625","2.765625"
"82133","2.890625","2.890625","2.890625"
"82163","2.234375","2.234375","2.234375"
"82225","2.375","2.375","2.375"
"82245","2.5625","2.5625","2.5625"
"82258","2.703125","2.703125","2.703125"
"82295","2.4375","2.4375","2.4375"
"82334","2.625","2.625","2.625"
"82355","2.75","2.75","2.75"
"82363","2.484375","2.484375","2.484375"
"82366","2.5","2.5","2.5"
"82367","2.65625","2.65625","2.65625"
"82374","2.671875","2.671875","2.671875"
"82391","2.453125","2.453125","2.453125"
"82404","2.71875","2.71875","2.71875"
"82446","2.3125","2.3125","2.3125"
"82453","2.6875","2.6875","2.6875"
"82459","2.8125","2.8125","2.8125"
"82474","2.515625","2.515625","2.515625"
"82492","2.34375","2.34375","2.34375"
"82505","2.5","2.5","2.5"
"82530","2.453125","2.453125","2.453125"
"82613","2.25","2.25","2.25"
"82625","2.765625","2.765625","2.765625"
"82632","2.296875","2.296875","2.296875"
"82642","2.6875","2.6875","2.6875"
"82653","2.765625","2.765625","2.765625"
"82670","2.53125","2.53125","2.53125"
"82679","2.375","2.375","2.375"
"82700","2.34375","2.34375","2.34375"
"82727","2.515625","2.515625","2.515625"
"82747","2.59375","2.59375","2.59375"
"82752","2.34375","2.34375","2.34375"
"82766","2.15625","2.15625","2.15625"
"82776","2.4375","2.4375","2.4375"
"82796","2.734375","2.734375","2.734375"
"82802","2.546875","2.546875","2.546875"
"82836","2.75","2.75","2.75"
"82847","2.390625","2.390625","2.390625"
"82853","2.53125","2.53125","2.53125"
"82864","2.46875","2.46875","2.46875"
"82872","2.53125","2.53125","2.53125"
"82890","2.5625","2.5625","2.5625"
"82926","2.40625","2.40625","2.40625"
"82958","2.5","2.5","2.5"
"82961","2.609375","2.609375","2.609375"
"82966","2.578125","2.578125","2.578125"
"83006","2.359375","2.359375","2.359375"
"83031","2.375","2.375","2.375"
"83033","2.546875","2.546875","2.546875"
"83050","2.375","2.375","2.375"
"83053","2.578125","2.578125","2.578125"
"83070","2.640625","2.640625","2.640625"
"83086","2.359375","2.359375","2.359375"
"83111","2.4375","2.4375","2.4375"
"83151","2.453125","2.453125","2.453125"
"83206","2.75","2.75","2.75"
"83217","2.28125","2.28125","2.28125"
"83299","2.84375","2.84375","2.84375"
"83314","2.6875","2.6875","2.6875"
"83320","2.484375","2.484375","2.484375"
"83326","2.4375","2.4375","2.4375"
"83364","2.390625","2.390625","2.390625"
"83401","2.5","2.5","2.5"
"83403","2.484375","2.484375","2.484375"
"83404","2.53125","2.53125","2.53125"
"83405","2.46875","2.46875","2.46875"
"83423","2.59375","2.59375","2.59375"
"83452","2.328125","2.328125","2.328125"
"83473","2.609375","2.609375","2.609375"
"83494","2.5625","2.5625","2.5625"
"83541","2.515625","2.515625","2.515625"
"83551","2.5625","2.5625","2.5625"
"83555","2.578125","2.578125","2.578125"
"83573","2.453125","2.453125","2.453125"
"83579","2.46875","2.46875","2.46875"
"83583","2.40625","2.40625","2.40625"
"83586","2.421875","2.421875","2.421875"
"83623","2.234375","2.234375","2.234375"
"83642","2.71875","2.71875","2.71875"
"83661","2.46875","2.46875","2.46875"
"83681","2.359375","2.359375","2.359375"
"83704","2.390625","2.390625","2.390625"
"83710","2.390625","2.390625","2.390625"
"83724","2.484375","2.484375","2.484375"
"83726","2.453125","2.453125","2.453125"
"83743","2.796875","2.796875","2.796875"
"83784","2.5625","2.5625","2.5625"
"83796","2.390625","2.390625","2.390625"
"83800","2.5625","2.5625","2.5625"
"83820","2.65625","2.65625","2.65625"
"83824","2.453125","2.453125","2.453125"
"83829","2","2","2"
"83854","2.21875","2.21875","2.21875"
"83884","2.5625","2.5625","2.5625"
"83898","2.578125","2.578125","2.578125"
"83899","2.203125","2.203125","2.203125"
"83962","2.84375","2.84375","2.84375"
"83969","2.5","2.5","2.5"
"83993","2.734375","2.734375","2.734375"
"83997","2.375","2.375","2.375"
"84012","2.453125","2.453125","2.453125"
"84024","2.6875","2.6875","2.6875"
"84035","2.4375","2.4375","2.4375"
"84057","2.640625","2.640625","2.640625"
"84061","2.140625","2.140625","2.140625"
"84074","2.46875","2.46875","2.46875"
"84098","2.46875","2.46875","2.46875"
"84113","2.59375","2.59375","2.59375"
"84117","2.765625","2.765625","2.765625"
"84138","2.421875","2.421875","2.421875"
"84199","2.25","2.25","2.25"
"84237","2.109375","2.109375","2.109375"
"84282","2.375","2.375","2.375"
"84292","2.703125","2.703125","2.703125"
"84365","2.578125","2.578125","2.578125"
"84370","2.390625","2.390625","2.390625"
"84388","2.390625","2.390625","2.390625"
"84408","2.3125","2.3125","2.3125"
"84411","2.46875","2.46875","2.46875"
"84417","2.265625","2.265625","2.265625"
"84430","2.609375","2.609375","2.609375"
"84431","2.59375","2.59375","2.59375"
"84442","2.328125","2.328125","2.328125"
"84452","2.78125","2.78125","2.78125"
"84454","2.796875","2.796875","2.796875"
"84458","2.625","2.625","2.625"
"84474","2.578125","2.578125","2.578125"
"84489","2.71875","2.71875","2.71875"
"84516","2.375","2.375","2.375"
"84544","2.484375","2.484375","2.484375"
"84554","2.3125","2.3125","2.3125"
"84657","2.1875","2.1875","2.1875"
"84672","2.609375","2.609375","2.609375"
"84679","2.484375","2.484375","2.484375"
"84682","2.609375","2.609375","2.609375"
"84696","2.46875","2.46875","2.46875"
"84712","2.53125","2.53125","2.53125"
"84761","2.328125","2.328125","2.328125"
"84782","2.6875","2.6875","2.6875"
"84796","2.5","2.5","2.5"
"84807","2.671875","2.671875","2.671875"
"84811","2.625","2.625","2.625"
"84829","2.65625","2.65625","2.65625"
"84830","3.03125","3.03125","3.03125"
"84846","2.703125","2.703125","2.703125"
"84855","2.671875","2.671875","2.671875"
"84897","2.671875","2.671875","2.671875"
"84945","2.328125","2.328125","2.328125"
"84992","2.3125","2.3125","2.3125"
"85015","2.78125","2.78125","2.78125"
"85018","2.4375","2.4375","2.4375"
"85025","2.296875","2.296875","2.296875"
"85054","2.796875","2.796875","2.796875"
"85070","2.640625","2.640625","2.640625"
"85295","2.453125","2.453125","2.453125"
"85349","2.5625","2.5625","2.5625"
"85398","2.5","2.5","2.5"
"85405","2.796875","2.796875","2.796875"
"85440","2.53125","2.53125","2.53125"
"85448","2.328125","2.328125","2.328125"
"85450","2.28125","2.28125","2.28125"
"85480","2.25","2.25","2.25"
"85527","2.546875","2.546875","2.546875"
"85533","2.4375","2.4375","2.4375"
"85560","2.640625","2.640625","2.640625"
"85562","2.359375","2.359375","2.359375"
"85577","2.390625","2.390625","2.390625"
"85603","2.4375","2.4375","2.4375"
"85607","2.421875","2.421875","2.421875"
"85641","2.390625","2.390625","2.390625"
"85698","2.09375","2.09375","2.09375"
"85741","2.578125","2.578125","2.578125"
"85868","2.453125","2.453125","2.453125"
"85893","2.5625","2.5625","2.5625"
"85956","2.453125","2.453125","2.453125"
"85982","2.296875","2.296875","2.296875"
"86009","2.65625","2.65625","2.65625"
"86044","2.734375","2.734375","2.734375"
"86051","2.5625","2.5625","2.5625"
"86066","2.421875","2.421875","2.421875"
"86086","2.265625","2.265625","2.265625"
"86134","2.234375","2.234375","2.234375"
"86152","2.734375","2.734375","2.734375"
"86195","2.578125","2.578125","2.578125"
"86259","2.390625","2.390625","2.390625"
"86277","2.203125","2.203125","2.203125"
"86295","2.59375","2.59375","2.59375"
"86312","2.4375","2.4375","2.4375"
"86345","2.515625","2.515625","2.515625"
"86352","2.5","2.5","2.5"
"86374","2.1875","2.1875","2.1875"
"86390","2.796875","2.796875","2.796875"
"86399","2.5","2.5","2.5"
"86458","2.578125","2.578125","2.578125"
"86459","2.421875","2.421875","2.421875"
"86462","2.515625","2.515625","2.515625"
"86466","2.234375","2.234375","2.234375"
"86485","2.421875","2.421875","2.421875"
"86489","2.578125","2.578125","2.578125"
"86514","2.359375","2.359375","2.359375"
"86541","2.65625","2.65625","2.65625"
"86610","2.203125","2.203125","2.203125"
"86618","2.875","2.875","2.875"
"86643","2.625","2.625","2.625"
"86672","2.40625","2.40625","2.40625"
"86681","2.5","2.5","2.5"
"86705","2.5","2.5","2.5"
"86745","2.578125","2.578125","2.578125"
"86748","2.125","2.125","2.125"
