"Step","dulcet-rain-4 - test/acc","dulcet-rain-4 - test/acc__MIN","dulcet-rain-4 - test/acc__MAX"
"17463","0.483312101910828","0.483312101910828","0.483312101910828"
"17759","0.5059872611464968","0.5059872611464968","0.5059872611464968"
"18055","0.4889171974522293","0.4889171974522293","0.4889171974522293"
"18351","0.5049681528662421","0.5049681528662421","0.5049681528662421"
"18647","0.5304458598726115","0.5304458598726115","0.5304458598726115"
"18943","0.46878980891719746","0.46878980891719746","0.46878980891719746"
"19239","0.5136305732484077","0.5136305732484077","0.5136305732484077"
"19535","0.5179617834394904","0.5179617834394904","0.5179617834394904"
"19831","0.5138853503184714","0.5138853503184714","0.5138853503184714"
"20127","0.489171974522293","0.489171974522293","0.489171974522293"
"20423","0.5294267515923566","0.5294267515923566","0.5294267515923566"
"20719","0.522547770700637","0.522547770700637","0.522547770700637"
"21015","0.5072611464968153","0.5072611464968153","0.5072611464968153"
"21311","0.514140127388535","0.514140127388535","0.514140127388535"
"21607","0.5304458598726115","0.5304458598726115","0.5304458598726115"
"21903","0.5498089171974522","0.5498089171974522","0.5498089171974522"
"22199","0.5340127388535032","0.5340127388535032","0.5340127388535032"
"22495","0.5337579617834395","0.5337579617834395","0.5337579617834395"
"22791","0.5189808917197453","0.5189808917197453","0.5189808917197453"
"23087","0.5617834394904458","0.5617834394904458","0.5617834394904458"
"23383","0.535031847133758","0.535031847133758","0.535031847133758"
"23679","0.5605095541401274","0.5605095541401274","0.5605095541401274"
"23975","0.5419108280254777","0.5419108280254777","0.5419108280254777"
"24271","0.5470063694267516","0.5470063694267516","0.5470063694267516"
"24567","0.5426751592356688","0.5426751592356688","0.5426751592356688"
"24863","0.5707006369426751","0.5707006369426751","0.5707006369426751"
"25159","0.5245859872611465","0.5245859872611465","0.5245859872611465"
"25455","0.5492993630573249","0.5492993630573249","0.5492993630573249"
"25751","0.5577070063694267","0.5577070063694267","0.5577070063694267"
"26047","0.5549044585987262","0.5549044585987262","0.5549044585987262"
"26343","0.5622929936305733","0.5622929936305733","0.5622929936305733"
"26639","0.5503184713375796","0.5503184713375796","0.5503184713375796"
"26935","0.5584713375796179","0.5584713375796179","0.5584713375796179"
"27231","0.5258598726114649","0.5258598726114649","0.5258598726114649"
"27527","0.5719745222929936","0.5719745222929936","0.5719745222929936"
"27823","0.5847133757961783","0.5847133757961783","0.5847133757961783"
"28119","0.5597452229299363","0.5597452229299363","0.5597452229299363"
"28415","0.5971974522292993","0.5971974522292993","0.5971974522292993"
"28711","0.5678980891719745","0.5678980891719745","0.5678980891719745"
"29007","0.584968152866242","0.584968152866242","0.584968152866242"
"29303","0.5587261146496816","0.5587261146496816","0.5587261146496816"
"29599","0.5729936305732484","0.5729936305732484","0.5729936305732484"
"29895","0.5864968152866242","0.5864968152866242","0.5864968152866242"
"30191","0.5903184713375796","0.5903184713375796","0.5903184713375796"
"30487","0.5803821656050956","0.5803821656050956","0.5803821656050956"
"30783","0.5650955414012739","0.5650955414012739","0.5650955414012739"
"31079","0.5814012738853503","0.5814012738853503","0.5814012738853503"
"31375","0.6045859872611465","0.6045859872611465","0.6045859872611465"
"31671","0.609936305732484","0.609936305732484","0.609936305732484"
"31967","0.5949044585987261","0.5949044585987261","0.5949044585987261"
"32263","0.6050955414012739","0.6050955414012739","0.6050955414012739"
"32559","0.5844585987261146","0.5844585987261146","0.5844585987261146"
"32855","0.5752866242038217","0.5752866242038217","0.5752866242038217"
"33151","0.6094267515923567","0.6094267515923567","0.6094267515923567"
"33447","0.6030573248407644","0.6030573248407644","0.6030573248407644"
"33743","0.6119745222929937","0.6119745222929937","0.6119745222929937"
"34039","0.6101910828025477","0.6101910828025477","0.6101910828025477"
"34335","0.6063694267515923","0.6063694267515923","0.6063694267515923"
"34631","0.6160509554140128","0.6160509554140128","0.6160509554140128"
"34927","0.6178343949044586","0.6178343949044586","0.6178343949044586"
"35223","0.6188535031847133","0.6188535031847133","0.6188535031847133"
"35519","0.5877707006369427","0.5877707006369427","0.5877707006369427"
"35815","0.627515923566879","0.627515923566879","0.627515923566879"
"36111","0.6313375796178344","0.6313375796178344","0.6313375796178344"
"36407","0.6127388535031847","0.6127388535031847","0.6127388535031847"
"36703","0.6185987261146497","0.6185987261146497","0.6185987261146497"
"36999","0.6280254777070063","0.6280254777070063","0.6280254777070063"
"37295","0.6211464968152867","0.6211464968152867","0.6211464968152867"
"37591","0.6244585987261146","0.6244585987261146","0.6244585987261146"
"37887","0.6147770700636943","0.6147770700636943","0.6147770700636943"
"38183","0.6104458598726115","0.6104458598726115","0.6104458598726115"
"38479","0.6336305732484077","0.6336305732484077","0.6336305732484077"
"38775","0.65171974522293","0.65171974522293","0.65171974522293"
"39071","0.630828025477707","0.630828025477707","0.630828025477707"
"39367","0.6468789808917197","0.6468789808917197","0.6468789808917197"
"39663","0.6142675159235669","0.6142675159235669","0.6142675159235669"
"39959","0.6359235668789809","0.6359235668789809","0.6359235668789809"
"40255","0.6203821656050955","0.6203821656050955","0.6203821656050955"
"40551","0.6285350318471338","0.6285350318471338","0.6285350318471338"
"40847","0.6382165605095541","0.6382165605095541","0.6382165605095541"
"41143","0.6369426751592356","0.6369426751592356","0.6369426751592356"
"41439","0.6104458598726115","0.6104458598726115","0.6104458598726115"
"41735","0.6450955414012739","0.6450955414012739","0.6450955414012739"
"42031","0.6631847133757962","0.6631847133757962","0.6631847133757962"
"42327","0.6507006369426752","0.6507006369426752","0.6507006369426752"
"42623","0.6690445859872611","0.6690445859872611","0.6690445859872611"
"42919","0.6603821656050956","0.6603821656050956","0.6603821656050956"
"43215","0.6557961783439491","0.6557961783439491","0.6557961783439491"
"43511","0.6476433121019108","0.6476433121019108","0.6476433121019108"
"43807","0.6680254777070064","0.6680254777070064","0.6680254777070064"
"44103","0.6481528662420382","0.6481528662420382","0.6481528662420382"
"44399","0.676687898089172","0.676687898089172","0.676687898089172"
"44695","0.6509554140127388","0.6509554140127388","0.6509554140127388"
"44991","0.6715923566878981","0.6715923566878981","0.6715923566878981"
"45287","0.652484076433121","0.652484076433121","0.652484076433121"
"45583","0.6621656050955415","0.6621656050955415","0.6621656050955415"
"45879","0.6680254777070064","0.6680254777070064","0.6680254777070064"
"46175","0.6721019108280255","0.6721019108280255","0.6721019108280255"
"46471","0.674140127388535","0.674140127388535","0.674140127388535"
"46767","0.6545222929936306","0.6545222929936306","0.6545222929936306"
"47063","0.6794904458598726","0.6794904458598726","0.6794904458598726"
"47359","0.6484076433121019","0.6484076433121019","0.6484076433121019"
"47655","0.6415286624203822","0.6415286624203822","0.6415286624203822"
"47951","0.6743949044585987","0.6743949044585987","0.6743949044585987"
"48247","0.6473885350318471","0.6473885350318471","0.6473885350318471"
"48543","0.6379617834394904","0.6379617834394904","0.6379617834394904"
"48839","0.6784713375796179","0.6784713375796179","0.6784713375796179"
"49135","0.6896815286624204","0.6896815286624204","0.6896815286624204"
"49431","0.692484076433121","0.692484076433121","0.692484076433121"
"49727","0.683312101910828","0.683312101910828","0.683312101910828"
"50023","0.6703184713375796","0.6703184713375796","0.6703184713375796"
"50319","0.6861146496815287","0.6861146496815287","0.6861146496815287"
"50615","0.6624203821656051","0.6624203821656051","0.6624203821656051"
"50911","0.6942675159235668","0.6942675159235668","0.6942675159235668"
"51207","0.6901910828025478","0.6901910828025478","0.6901910828025478"
"51503","0.6848407643312102","0.6848407643312102","0.6848407643312102"
"51799","0.7072611464968153","0.7072611464968153","0.7072611464968153"
"52095","0.6738853503184713","0.6738853503184713","0.6738853503184713"
"52391","0.6881528662420382","0.6881528662420382","0.6881528662420382"
"52687","0.6896815286624204","0.6896815286624204","0.6896815286624204"
"52983","0.7121019108280254","0.7121019108280254","0.7121019108280254"
"53279","0.7036942675159236","0.7036942675159236","0.7036942675159236"
"53575","0.714140127388535","0.714140127388535","0.714140127388535"
"53871","0.7149044585987261","0.7149044585987261","0.7149044585987261"
"54167","0.7202547770700637","0.7202547770700637","0.7202547770700637"
"54463","0.7164331210191083","0.7164331210191083","0.7164331210191083"
"54759","0.6991082802547771","0.6991082802547771","0.6991082802547771"
"55055","0.7105732484076434","0.7105732484076434","0.7105732484076434"
"55351","0.7256050955414013","0.7256050955414013","0.7256050955414013"
"55647","0.7021656050955414","0.7021656050955414","0.7021656050955414"
"55943","0.7329936305732484","0.7329936305732484","0.7329936305732484"
"56239","0.7217834394904459","0.7217834394904459","0.7217834394904459"
"56535","0.7261146496815286","0.7261146496815286","0.7261146496815286"
"56831","0.7256050955414013","0.7256050955414013","0.7256050955414013"
"57127","0.732484076433121","0.732484076433121","0.732484076433121"
"57423","0.7164331210191083","0.7164331210191083","0.7164331210191083"
"57719","0.704968152866242","0.704968152866242","0.704968152866242"
"58015","0.7322292993630574","0.7322292993630574","0.7322292993630574"
"58311","0.7424203821656051","0.7424203821656051","0.7424203821656051"
"58607","0.7319745222929936","0.7319745222929936","0.7319745222929936"
"58903","0.7159235668789808","0.7159235668789808","0.7159235668789808"
"59199","0.7398726114649682","0.7398726114649682","0.7398726114649682"
"59495","0.7322292993630574","0.7322292993630574","0.7322292993630574"
"59791","0.7294267515923567","0.7294267515923567","0.7294267515923567"
"60087","0.7357961783439491","0.7357961783439491","0.7357961783439491"
"60383","0.7352866242038216","0.7352866242038216","0.7352866242038216"
"60679","0.7403821656050955","0.7403821656050955","0.7403821656050955"
"60975","0.7393630573248408","0.7393630573248408","0.7393630573248408"
"61271","0.7426751592356687","0.7426751592356687","0.7426751592356687"
"61567","0.7480254777070063","0.7480254777070063","0.7480254777070063"
"61863","0.7314649681528662","0.7314649681528662","0.7314649681528662"
"62159","0.7521019108280255","0.7521019108280255","0.7521019108280255"
"62455","0.7452229299363057","0.7452229299363057","0.7452229299363057"
"62751","0.7444585987261146","0.7444585987261146","0.7444585987261146"
"63047","0.7546496815286624","0.7546496815286624","0.7546496815286624"
"63343","0.7447133757961784","0.7447133757961784","0.7447133757961784"
"63639","0.7447133757961784","0.7447133757961784","0.7447133757961784"
"63935","0.7541401273885351","0.7541401273885351","0.7541401273885351"
"64231","0.7546496815286624","0.7546496815286624","0.7546496815286624"
"64527","0.7462420382165605","0.7462420382165605","0.7462420382165605"
"64823","0.7571974522292994","0.7571974522292994","0.7571974522292994"
"65119","0.7577070063694268","0.7577070063694268","0.7577070063694268"
"65415","0.7541401273885351","0.7541401273885351","0.7541401273885351"
"65711","0.7648407643312102","0.7648407643312102","0.7648407643312102"
"66007","0.7561783439490446","0.7561783439490446","0.7561783439490446"
"66303","0.7505732484076433","0.7505732484076433","0.7505732484076433"
"66599","0.7668789808917198","0.7668789808917198","0.7668789808917198"
"66895","0.7574522292993631","0.7574522292993631","0.7574522292993631"
"67191","0.7480254777070063","0.7480254777070063","0.7480254777070063"
"67487","0.7559235668789809","0.7559235668789809","0.7559235668789809"
"67783","0.762547770700637","0.762547770700637","0.762547770700637"
"68079","0.7755414012738854","0.7755414012738854","0.7755414012738854"
"68375","0.7610191082802548","0.7610191082802548","0.7610191082802548"
"68671","0.7714649681528662","0.7714649681528662","0.7714649681528662"
"68967","0.7459872611464968","0.7459872611464968","0.7459872611464968"
"69263","0.7676433121019108","0.7676433121019108","0.7676433121019108"
"69559","0.7424203821656051","0.7424203821656051","0.7424203821656051"
"69855","0.7518471337579617","0.7518471337579617","0.7518471337579617"
"70151","0.7628025477707007","0.7628025477707007","0.7628025477707007"
"70447","0.7597452229299363","0.7597452229299363","0.7597452229299363"
"70743","0.7648407643312102","0.7648407643312102","0.7648407643312102"
"71039","0.7699363057324841","0.7699363057324841","0.7699363057324841"
"71335","0.7714649681528662","0.7714649681528662","0.7714649681528662"
"71631","0.7579617834394905","0.7579617834394905","0.7579617834394905"
"71927","0.7778343949044586","0.7778343949044586","0.7778343949044586"
"72223","0.7138853503184713","0.7138853503184713","0.7138853503184713"
"72519","0.7770700636942676","0.7770700636942676","0.7770700636942676"
"72815","0.7928662420382165","0.7928662420382165","0.7928662420382165"
"73111","0.7645859872611465","0.7645859872611465","0.7645859872611465"
"73407","0.7760509554140127","0.7760509554140127","0.7760509554140127"
"73703","0.7836942675159235","0.7836942675159235","0.7836942675159235"
"73999","0.7913375796178344","0.7913375796178344","0.7913375796178344"
"74295","0.7676433121019108","0.7676433121019108","0.7676433121019108"
"74591","0.7678980891719746","0.7678980891719746","0.7678980891719746"
"74887","0.7928662420382165","0.7928662420382165","0.7928662420382165"
"75183","0.7872611464968153","0.7872611464968153","0.7872611464968153"
"75479","0.7737579617834395","0.7737579617834395","0.7737579617834395"
"75775","0.7773248407643312","0.7773248407643312","0.7773248407643312"
"76071","0.7877707006369427","0.7877707006369427","0.7877707006369427"
"76367","0.7910828025477707","0.7910828025477707","0.7910828025477707"
"76663","0.7760509554140127","0.7760509554140127","0.7760509554140127"
"76959","0.7913375796178344","0.7913375796178344","0.7913375796178344"
"77255","0.7839490445859872","0.7839490445859872","0.7839490445859872"
"77551","0.8020382165605096","0.8020382165605096","0.8020382165605096"
"77847","0.7814012738853503","0.7814012738853503","0.7814012738853503"
"78143","0.7829299363057325","0.7829299363057325","0.7829299363057325"
"78439","0.7982165605095541","0.7982165605095541","0.7982165605095541"
"78735","0.7903184713375796","0.7903184713375796","0.7903184713375796"
"79031","0.7892993630573248","0.7892993630573248","0.7892993630573248"
"79327","0.7854777070063694","0.7854777070063694","0.7854777070063694"
"79623","0.8020382165605096","0.8020382165605096","0.8020382165605096"
"79919","0.7954140127388535","0.7954140127388535","0.7954140127388535"
"80215","0.7938853503184713","0.7938853503184713","0.7938853503184713"
"80511","0.7839490445859872","0.7839490445859872","0.7839490445859872"
"80807","0.7900636942675159","0.7900636942675159","0.7900636942675159"
"81103","0.7954140127388535","0.7954140127388535","0.7954140127388535"
"81399","0.7977070063694267","0.7977070063694267","0.7977070063694267"
"81695","0.8053503184713375","0.8053503184713375","0.8053503184713375"
"81991","0.8053503184713375","0.8053503184713375","0.8053503184713375"
"82287","0.7951592356687898","0.7951592356687898","0.7951592356687898"
"82583","0.7987261146496816","0.7987261146496816","0.7987261146496816"
"82879","0.7826751592356688","0.7826751592356688","0.7826751592356688"
"83175","0.8063694267515924","0.8063694267515924","0.8063694267515924"
"83471","0.8099363057324841","0.8099363057324841","0.8099363057324841"
"83767","0.7961783439490446","0.7961783439490446","0.7961783439490446"
"84063","0.7831847133757962","0.7831847133757962","0.7831847133757962"
"84359","0.7859872611464969","0.7859872611464969","0.7859872611464969"
"84655","0.8017834394904458","0.8017834394904458","0.8017834394904458"
"84951","0.7959235668789809","0.7959235668789809","0.7959235668789809"
"85247","0.8078980891719745","0.8078980891719745","0.8078980891719745"
"85543","0.8017834394904458","0.8017834394904458","0.8017834394904458"
"85839","0.7900636942675159","0.7900636942675159","0.7900636942675159"
"86135","0.812484076433121","0.812484076433121","0.812484076433121"
"86431","0.7946496815286624","0.7946496815286624","0.7946496815286624"
"86727","0.8084076433121019","0.8084076433121019","0.8084076433121019"
"87023","0.8010191082802548","0.8010191082802548","0.8010191082802548"
"87319","0.7844585987261147","0.7844585987261147","0.7844585987261147"
"87615","0.7854777070063694","0.7854777070063694","0.7854777070063694"
"87911","0.8129936305732484","0.8129936305732484","0.8129936305732484"
"88207","0.7775796178343949","0.7775796178343949","0.7775796178343949"
"88503","0.8076433121019109","0.8076433121019109","0.8076433121019109"
"88799","0.7964331210191082","0.7964331210191082","0.7964331210191082"
"89095","0.8086624203821656","0.8086624203821656","0.8086624203821656"
"89391","0.8030573248407643","0.8030573248407643","0.8030573248407643"
"89687","0.7956687898089172","0.7956687898089172","0.7956687898089172"
"89983","0.796687898089172","0.796687898089172","0.796687898089172"
"90279","0.7928662420382165","0.7928662420382165","0.7928662420382165"
"90575","0.8061146496815287","0.8061146496815287","0.8061146496815287"
"90871","0.8127388535031848","0.8127388535031848","0.8127388535031848"
"91167","0.8007643312101911","0.8007643312101911","0.8007643312101911"
"91463","0.8180891719745222","0.8180891719745222","0.8180891719745222"
"91759","0.8152866242038217","0.8152866242038217","0.8152866242038217"
"92055","0.8168152866242038","0.8168152866242038","0.8168152866242038"
"92351","0.7992356687898089","0.7992356687898089","0.7992356687898089"
"92647","0.8007643312101911","0.8007643312101911","0.8007643312101911"
"92943","0.8211464968152866","0.8211464968152866","0.8211464968152866"
"93239","0.7926114649681528","0.7926114649681528","0.7926114649681528"
"93535","0.8219108280254777","0.8219108280254777","0.8219108280254777"
"93831","0.8201273885350319","0.8201273885350319","0.8201273885350319"
"94127","0.8089171974522293","0.8089171974522293","0.8089171974522293"
"94423","0.7900636942675159","0.7900636942675159","0.7900636942675159"
"94719","0.8132484076433121","0.8132484076433121","0.8132484076433121"
"95015","0.8196178343949044","0.8196178343949044","0.8196178343949044"
"95311","0.8099363057324841","0.8099363057324841","0.8099363057324841"
"95607","0.8017834394904458","0.8017834394904458","0.8017834394904458"
"95903","0.8086624203821656","0.8086624203821656","0.8086624203821656"
"96199","0.8193630573248407","0.8193630573248407","0.8193630573248407"
"96495","0.8193630573248407","0.8193630573248407","0.8193630573248407"
"96791","0.794140127388535","0.794140127388535","0.794140127388535"
"97087","0.821656050955414","0.821656050955414","0.821656050955414"
"97383","0.8185987261146497","0.8185987261146497","0.8185987261146497"
"97679","0.8214012738853503","0.8214012738853503","0.8214012738853503"
"97975","0.8005095541401274","0.8005095541401274","0.8005095541401274"
"98271","0.8211464968152866","0.8211464968152866","0.8211464968152866"
"98567","0.8086624203821656","0.8086624203821656","0.8086624203821656"
"98863","0.8285350318471337","0.8285350318471337","0.8285350318471337"
"99159","0.8201273885350319","0.8201273885350319","0.8201273885350319"
"99455","0.8063694267515924","0.8063694267515924","0.8063694267515924"
"99751","0.8165605095541402","0.8165605095541402","0.8165605095541402"
"100047","0.8096815286624204","0.8096815286624204","0.8096815286624204"
"100343","0.8078980891719745","0.8078980891719745","0.8078980891719745"
"100639","0.8226751592356688","0.8226751592356688","0.8226751592356688"
"100935","0.8068789808917197","0.8068789808917197","0.8068789808917197"
"101231","0.8236942675159236","0.8236942675159236","0.8236942675159236"
"101527","0.8160509554140127","0.8160509554140127","0.8160509554140127"
"101823","0.8112101910828026","0.8112101910828026","0.8112101910828026"
"102119","0.8101910828025478","0.8101910828025478","0.8101910828025478"
"102415","0.821656050955414","0.821656050955414","0.821656050955414"
"102711","0.8298089171974522","0.8298089171974522","0.8298089171974522"
"103007","0.8160509554140127","0.8160509554140127","0.8160509554140127"
"103303","0.8206369426751592","0.8206369426751592","0.8206369426751592"
"103599","0.8137579617834395","0.8137579617834395","0.8137579617834395"
"103895","0.8208917197452229","0.8208917197452229","0.8208917197452229"
"104191","0.8180891719745222","0.8180891719745222","0.8180891719745222"
"104487","0.8208917197452229","0.8208917197452229","0.8208917197452229"
"104783","0.8310828025477707","0.8310828025477707","0.8310828025477707"
"105079","0.8201273885350319","0.8201273885350319","0.8201273885350319"
"105375","0.8168152866242038","0.8168152866242038","0.8168152866242038"
"105671","0.8040764331210191","0.8040764331210191","0.8040764331210191"
"105967","0.8135031847133758","0.8135031847133758","0.8135031847133758"
"106263","0.827515923566879","0.827515923566879","0.827515923566879"
"106559","0.8155414012738853","0.8155414012738853","0.8155414012738853"
"106855","0.8147770700636943","0.8147770700636943","0.8147770700636943"
"107151","0.8170700636942675","0.8170700636942675","0.8170700636942675"
"107447","0.8109554140127389","0.8109554140127389","0.8109554140127389"
"107743","0.821656050955414","0.821656050955414","0.821656050955414"
"108039","0.8152866242038217","0.8152866242038217","0.8152866242038217"
"108335","0.8321019108280254","0.8321019108280254","0.8321019108280254"
"108631","0.8292993630573249","0.8292993630573249","0.8292993630573249"
"108927","0.818343949044586","0.818343949044586","0.818343949044586"
"109223","0.82828025477707","0.82828025477707","0.82828025477707"
"109519","0.8086624203821656","0.8086624203821656","0.8086624203821656"
"109815","0.8356687898089172","0.8356687898089172","0.8356687898089172"
"110111","0.8170700636942675","0.8170700636942675","0.8170700636942675"
"110407","0.8247133757961783","0.8247133757961783","0.8247133757961783"
"110703","0.8096815286624204","0.8096815286624204","0.8096815286624204"
"110999","0.8226751592356688","0.8226751592356688","0.8226751592356688"
"111295","0.8224203821656051","0.8224203821656051","0.8224203821656051"
"111591","0.8270063694267515","0.8270063694267515","0.8270063694267515"
"111887","0.8300636942675159","0.8300636942675159","0.8300636942675159"
"112183","0.8173248407643312","0.8173248407643312","0.8173248407643312"
"112479","0.824203821656051","0.824203821656051","0.824203821656051"
"112879","0.8173248407643312","0.8173248407643312","0.8173248407643312"
"113175","0.8109554140127389","0.8109554140127389","0.8109554140127389"
"113471","0.818343949044586","0.818343949044586","0.818343949044586"
"113767","0.8226751592356688","0.8226751592356688","0.8226751592356688"
"114063","0.8407643312101911","0.8407643312101911","0.8407643312101911"
"114359","0.8359235668789808","0.8359235668789808","0.8359235668789808"
"114655","0.8086624203821656","0.8086624203821656","0.8086624203821656"
"114951","0.8208917197452229","0.8208917197452229","0.8208917197452229"
"115247","0.8262420382165605","0.8262420382165605","0.8262420382165605"
"115543","0.821656050955414","0.821656050955414","0.821656050955414"
"115839","0.8262420382165605","0.8262420382165605","0.8262420382165605"
"116135","0.809171974522293","0.809171974522293","0.809171974522293"
"116431","0.8318471337579618","0.8318471337579618","0.8318471337579618"
"116727","0.8208917197452229","0.8208917197452229","0.8208917197452229"
"117023","0.8267515923566879","0.8267515923566879","0.8267515923566879"
"117319","0.8285350318471337","0.8285350318471337","0.8285350318471337"
"117615","0.8280254777070064","0.8280254777070064","0.8280254777070064"
"117911","0.8226751592356688","0.8226751592356688","0.8226751592356688"
"118207","0.8315923566878981","0.8315923566878981","0.8315923566878981"
"118503","0.8086624203821656","0.8086624203821656","0.8086624203821656"
"118799","0.8359235668789808","0.8359235668789808","0.8359235668789808"
"119095","0.8198726114649681","0.8198726114649681","0.8198726114649681"
"119391","0.8323566878980891","0.8323566878980891","0.8323566878980891"
"119687","0.8349044585987261","0.8349044585987261","0.8349044585987261"
"119983","0.8270063694267515","0.8270063694267515","0.8270063694267515"
"120279","0.834140127388535","0.834140127388535","0.834140127388535"
"120575","0.8336305732484076","0.8336305732484076","0.8336305732484076"
"120871","0.8379617834394905","0.8379617834394905","0.8379617834394905"
"121167","0.8343949044585988","0.8343949044585988","0.8343949044585988"
"121463","0.8331210191082803","0.8331210191082803","0.8331210191082803"
"121759","0.8305732484076433","0.8305732484076433","0.8305732484076433"
"122055","0.8336305732484076","0.8336305732484076","0.8336305732484076"
"122351","0.8252229299363057","0.8252229299363057","0.8252229299363057"
"122647","0.837452229299363","0.837452229299363","0.837452229299363"
"122943","0.8262420382165605","0.8262420382165605","0.8262420382165605"
"123239","0.8310828025477707","0.8310828025477707","0.8310828025477707"
"123535","0.8382165605095542","0.8382165605095542","0.8382165605095542"
"123831","0.82828025477707","0.82828025477707","0.82828025477707"
"124127","0.8422929936305732","0.8422929936305732","0.8422929936305732"
"124423","0.8310828025477707","0.8310828025477707","0.8310828025477707"
"124719","0.8244585987261146","0.8244585987261146","0.8244585987261146"
"125015","0.8379617834394905","0.8379617834394905","0.8379617834394905"
"125311","0.8229299363057325","0.8229299363057325","0.8229299363057325"
"125607","0.8371974522292993","0.8371974522292993","0.8371974522292993"
"125903","0.806624203821656","0.806624203821656","0.806624203821656"
"126199","0.8208917197452229","0.8208917197452229","0.8208917197452229"
"126495","0.8020382165605096","0.8020382165605096","0.8020382165605096"
"126791","0.8336305732484076","0.8336305732484076","0.8336305732484076"
"127087","0.8356687898089172","0.8356687898089172","0.8356687898089172"
"127383","0.8211464968152866","0.8211464968152866","0.8211464968152866"
"127679","0.8224203821656051","0.8224203821656051","0.8224203821656051"
"127975","0.8364331210191083","0.8364331210191083","0.8364331210191083"
"128271","0.8377070063694267","0.8377070063694267","0.8377070063694267"
"128567","0.837452229299363","0.837452229299363","0.837452229299363"
"128863","0.8244585987261146","0.8244585987261146","0.8244585987261146"
"129159","0.8323566878980891","0.8323566878980891","0.8323566878980891"
"129455","0.8359235668789808","0.8359235668789808","0.8359235668789808"
